Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
10189,5200109379,CattleChawks (29/46),393,57.5,G Chris Gotterup G Patrick Cantlay G Ryan Gerard G Eric Cole G Denny McCarthy G Pierceson Coody,,,,,
10189,5201057356,slaterbird (11/21),393,57.5,G Xander Schauffele G Chris Gotterup G Hideki Matsuyama G Rasmus Neergaard-Petersen G Tony Finau G Aaron Wise,,,,,
10189,5201520728,Yougotit39 (1/6),393,57.5,G Xander Schauffele G Chris Gotterup G Si Woo Kim G Nick Taylor G Andrew Putnam G Patrick Rodgers,,,,,
10189,5202034209,AntiGamblePhobia (1/3),393,57.5,G Chris Gotterup G Jackson Koivun G Nicolai Højgaard G Eric Cole G Jackson Suber G Johnny Keefer,,,,,
10189,5202228880,TeeJayOrTj (129/150),393,57.5,G Cameron Young G Wyndham Clark G Ryan Gerard G Ryo Hisatsune G Tony Finau G Nicolas Echavarria,,,,,
10189,5202335567,djbrdy14 (74/150),393,57.5,G Chris Gotterup G Wyndham Clark G Hideki Matsuyama G Johnny Keefer G Christiaan Bezuidenhout G Lee Hodges,,,,,
10189,5202367808,Jgo99 (1/3),393,57.5,G Chris Gotterup G Ben Griffin G Ryan Gerard G Jacob Bridgeman G Doug Ghim G Christiaan Bezuidenhout,,,,,
10189,5202515059,dlanger1,393,57.5,G Chris Gotterup G Wyndham Clark G Jake Knapp G Jackson Suber G Benjamin James G Christiaan Bezuidenhout,,,,,
10189,5202612937,ajkdrfc (18/25),393,57.5,G Chris Gotterup G Wyndham Clark G Jake Knapp G Benjamin James G Christiaan Bezuidenhout G John Parry,,,,,
10189,5203029213,wmm70116 (43/61),393,57.5,G Chris Gotterup G Jake Knapp G Ryan Gerard G Eric Cole G Pierceson Coody G Beau Hossler,,,,,
10189,5200131520,islawis (1/2),392,57.5,G Jackson Koivun G Wyndham Clark G Patrick Cantlay G Eric Cole G Ben Kohles G Benjamin James,,,,,
10189,5200846624,mgfrom (1/4),392,57.5,G Jackson Koivun G Wyndham Clark G Jake Knapp G Eric Cole G Jackson Suber G Johnny Keefer,,,,,
10189,5200988499,okenyon88 (2/5),392,57.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Akshay Bhatia G Max Greyserman G Karl Vilips,,,,,
10189,5201094177,dennismc55 (2/3),392,57.5,G Jackson Koivun G Wyndham Clark G Nicolai Højgaard G Jacob Bridgeman G Eric Cole G Benjamin James,,,,,
10189,5202001063,wsalimian,392,57.5,G Chris Gotterup G Jackson Koivun G Jake Knapp G Ryan Gerard G Benjamin James G Ryan Ruffels,,,,,
10189,5202355558,jdsalter25 (20/30),392,57.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Eric Cole G Ben Kohles G Benjamin James,,,,,
10189,5202490798,Creps29,392,57.5,G Wyndham Clark G Ben Griffin G Ryan Gerard G Michael Thorbjornsen G Eric Cole G Pierceson Coody,,,,,
10189,5203020657,mriosco (3/3),392,57.5,G Jackson Koivun G Wyndham Clark G Michael Thorbjornsen G Michael Brennan G Eric Cole G Johnny Keefer,,,,,
10189,5203102679,tspence94 (11/29),392,57.5,G Xander Schauffele G Patrick Cantlay G Harris English G Akshay Bhatia G Doug Ghim G Mark Hubbard,,,,,
10189,5203199923,treyce07 (5/6),392,57.5,G Cameron Young G Jake Knapp G Rickie Fowler G Aldrich Potgieter G Lucas Glover G William Mouw,,,,,
10189,5201033501,Willroy1212,391,57.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Johnny Keefer G Aldrich Potgieter G Benjamin James,,,,,
10189,5203129556,sbcousle (34/150),391,57.5,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Benjamin James G Jesper Svensson G A.J. Ewart,,,,,
10189,5202481786,scout326 (51/150),390,57.5,G Chris Gotterup G Jackson Koivun G Michael Brennan G Davis Thompson G Eric Cole G Ryo Hisatsune,,,,,
10189,5202663018,falstaff64 (1/3),390,57.5,G Chris Gotterup G Jackson Koivun G Marco Penge G Davis Thompson G Jordan Spieth G Eric Cole,,,,,
10189,5202663019,falstaff64 (2/3),390,57.5,G Chris Gotterup G Jackson Koivun G Marco Penge G Davis Thompson G Jordan Spieth G Eric Cole,,,,,
10189,5202664095,falstaff64 (3/3),390,57.5,G Chris Gotterup G Jackson Koivun G Marco Penge G Davis Thompson G Jordan Spieth G Eric Cole,,,,,
10189,5203215717,jbanek31 (111/150),390,57.5,G Xander Schauffele G Ben Griffin G Michael Thorbjornsen G Eric Cole G Pierceson Coody G Seamus Power,,,,,
10189,5201475580,j.alexk (12/16),389,57.5,G Jackson Koivun G Wyndham Clark G Jake Knapp G Davis Thompson G Ryo Hisatsune G Max McGreevy,,,,,
10189,5201500249,Jaminriley (2/4),389,57.5,G Jackson Koivun G Wyndham Clark G Russell Henley G Davis Thompson G Eric Cole G Lee Hodges,,,,,
10189,5201970093,dpurcell11751,389,57.5,G Xander Schauffele G Wyndham Clark G Hideki Matsuyama G Ryan Gerard G Chad Ramey G Mark Hubbard,,,,,
10189,5201995954,NoOneDeniesThis (12/13),389,57.5,G Chris Gotterup G Jackson Koivun G Ryan Gerard G Davis Thompson G Ben Kohles G Davis Chatfield,,,,,
10189,5202265468,5Fitz (3/4),389,57.5,G Wyndham Clark G Russell Henley G Hideki Matsuyama G Ryan Gerard G Ricky Castillo G Chandler Phillips,,,,,
10189,5203144333,jdsalter25 (30/30),389,57.5,G Jackson Koivun G Wyndham Clark G J.J. Spaun G Davis Thompson G Eric Cole G Ben Kohles,,,,,
10189,5200293377,Shehateme67 (13/28),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5200535119,klmeding (1/2),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Jacob Bridgeman G Chandler Phillips G Kevin Roy,,,,,
10189,5201041807,6picks (1/23),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5201048467,RIGHTDOG18 (1/3),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5201164033,Rhynisorous (5/9),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5201184111,almarr65 (4/150),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5201310839,chris.ross (5/57),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Ben Kohles G Matti Schmid G Chandler Phillips,,,,,
10189,5201311177,chris.ross (6/57),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Matt Wallace G Ben Kohles G Chandler Phillips,,,,,
10189,5201463624,MakingMemories (6/25),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Ben Kohles G Kris Ventura G Chandler Phillips,,,,,
10189,5202025951,dmaconthetee,388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5202640086,ChadWyrick (2/14),388,57.5,G Cameron Young G Xander Schauffele G Eric Cole G Jackson Suber G Emiliano Grillo G Nicolas Echavarria,,,,,
10189,5203179989,uhsayer (112/120),388,57.5,G Denny McCarthy G Christiaan Bezuidenhout G Emiliano Grillo G Davis Chatfield G Cameron Davis G Zac Blair,,,,,
10189,5203207229,klorjuste (3/3),388,57.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rasmus Neergaard-Petersen G Ben Kohles G Chandler Phillips,,,,,
10189,5201050210,ltjimdangle9 (1/5),387,57.5,G Cameron Young G Si Woo Kim G Ryan Gerard G Aldrich Potgieter G Stephan Jaeger G Nicolas Echavarria,,,,,
10189,5202673895,csp246 (2/3),387,57.5,G Cameron Young G Si Woo Kim G Akshay Bhatia G Rasmus Neergaard-Petersen G Emiliano Grillo G Chandler Phillips,,,,,
10189,5200814283,billytheboy (1/3),386,57.5,G Cameron Young G Jackson Koivun G Akshay Bhatia G Davis Thompson G Seamus Power G Davis Chatfield,,,,,
10189,5201382294,faustino8466 (97/110),386,57.5,G Cameron Young G Si Woo Kim G Ryan Gerard G Benjamin James G Nick Taylor G Zac Blair,,,,,
10189,5202475008,Raikes15,386,57.5,G Chris Gotterup G Jackson Koivun G Ryan Gerard G Davis Thompson G Ryo Hisatsune G Nicolas Echavarria,,,,,
10189,5202890964,nastyn34 (5/5),386,57.5,G Xander Schauffele G Jackson Koivun G Jake Knapp G Davis Thompson G Seamus Power G Davis Chatfield,,,,,
10189,5200631469,gatlin08 (4/13),385,57.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Jake Knapp G Chandler Phillips G Joel Dahmen,,,,,
10189,5201397424,stockpicker,385,57.5,G Jackson Koivun G Wyndham Clark G Russell Henley G Harris English G Chandler Phillips G Joel Dahmen,,,,,
10189,5203245661,Jacotion (2/2),382,57.5,G Cameron Young G Jackson Koivun G Wyndham Clark G Seamus Power G Lucas Glover G Davis Chatfield,,,,,
10189,5201132188,wtread5 (58/150),381,57.5,G Cameron Young G Chris Gotterup G Ryan Gerard G Aldrich Potgieter G William Mouw G Max McGreevy,,,,,
10189,5202005240,anthony_44 (8/28),379,57.5,G Si Woo Kim G Wyndham Clark G Patrick Cantlay G Akshay Bhatia G William Mouw G Chandler Phillips,,,,,
10189,5202413454,DrCarsonstein (35/150),379,57.5,G Si Woo Kim G Wyndham Clark G Jake Knapp G Akshay Bhatia G William Mouw G Chandler Phillips,,,,,
10312,5201168574,moklovin (69/150),415,57,G Cameron Young G Nicolai Højgaard G Rickie Fowler G Jacob Bridgeman G Mackenzie Hughes G Matti Schmid,,,,,
10312,5200103212,SEMAG,410,57,G Chris Gotterup G Jake Knapp G J.J. Spaun G Jacob Bridgeman G Ryo Hisatsune G Michael Kim,,,,,
10312,5200332146,Fantassin (7/150),410,57,G Chris Gotterup G Hideki Matsuyama G Ben Griffin G Michael Brennan G Jordan L. Smith G Michael Kim,,,,,
10312,5200414781,RFHBulldogsDad17 (138/150),410,57,G Cameron Young G Chris Gotterup G Harris English G Michael Kim G Matthew McCarty G Rasmus Højgaard,,,,,
10312,5200437242,jsf900 (25/150),410,57,G Cameron Young G Chris Gotterup G Michael Brennan G Max Greyserman G Jordan L. Smith G Michael Kim,,,,,
10312,5200519791,brenner28 (34/150),410,57,G Chris Gotterup G Russell Henley G Michael Thorbjornsen G Jacob Bridgeman G Max Greyserman G Michael Kim,,,,,
10312,5200590899,shawnzhan (98/150),410,57,G Cameron Young G Chris Gotterup G J.J. Spaun G Michael Kim G Sungjae Im G Andrew Putnam,,,,,
10312,5200664118,traphaas (4/16),410,57,G Cameron Young G Chris Gotterup G Michael Brennan G Matt Wallace G Jordan L. Smith G Michael Kim,,,,,
10312,5200733095,joegump,410,57,G Cameron Young G Chris Gotterup G Jacob Bridgeman G Ryo Hisatsune G Michael Kim G Sungjae Im,,,,,
10312,5200898464,lynx_01 (1/3),410,57,G Cameron Young G Chris Gotterup G Ryo Hisatsune G Jackson Suber G Ben Kohles G Michael Kim,,,,,
10312,5201038737,mikesalomon (6/50),410,57,G Cameron Young G Chris Gotterup G Michael Thorbjornsen G Michael Brennan G Michael Kim G Jeffrey Kang,,,,,
10312,5201060152,kylejo (1/15),410,57,G Cameron Young G Chris Gotterup G Michael Brennan G Rasmus Neergaard-Petersen G Jordan L. Smith G Michael Kim,,,,,
10312,5201076587,tide182 (4/8),410,57,G Cameron Young G Chris Gotterup G Jake Knapp G Johnny Keefer G Billy Horschel G Gordon Sargent,,,,,
10312,5201428347,needlunchmoney (39/150),410,57,G Chris Gotterup G Hideki Matsuyama G Ben Griffin G Jacob Bridgeman G Jordan L. Smith G Michael Kim,,,,,
10312,5201428407,needlunchmoney (99/150),410,57,G Cameron Young G Chris Gotterup G Jake Knapp G Jordan L. Smith G Michael Kim G Garrick Higgo,,,,,
10312,5201525628,mphilly1022 (26/121),410,57,G Chris Gotterup G Russell Henley G Jake Knapp G Jacob Bridgeman G Michael Kim G Sungjae Im,,,,,
10312,5201857354,atm9292 (4/6),410,57,G Cameron Young G Chris Gotterup G Ryo Hisatsune G Jackson Suber G Ben Kohles G Michael Kim,,,,,
10312,5201899904,PantherFan2418 (53/150),410,57,G Chris Gotterup G Hideki Matsuyama G Jake Knapp G Michael Thorbjornsen G Michael Kim G John Parry,,,,,
10312,5201998355,driverseati (7/150),410,57,G Cameron Young G Chris Gotterup G Jacob Bridgeman G Rasmus Neergaard-Petersen G Jordan L. Smith G Michael Kim,,,,,
10312,5202045462,Dpac2 (68/150),410,57,G Chris Gotterup G Russell Henley G Patrick Cantlay G Rasmus Neergaard-Petersen G Ben Kohles G Michael Kim,,,,,
10312,5202080530,zroth2 (46/150),410,57,G Chris Gotterup G Patrick Cantlay G J.J. Spaun G Jackson Suber G Michael Kim G Steven Fisk,,,,,
10312,5202369958,randers (77/150),410,57,G Chris Gotterup G Russell Henley G Ben Griffin G Jacob Bridgeman G Michael Kim G Sungjae Im,,,,,
10312,5202408234,FlavorFlav (28/117),410,57,G Chris Gotterup G Patrick Cantlay G Michael Thorbjornsen G Jacob Bridgeman G Marco Penge G Michael Kim,,,,,
10312,5202432069,zokin (48/150),410,57,G Chris Gotterup G Patrick Cantlay G Harris English G Michael Thorbjornsen G Jordan L. Smith G Michael Kim,,,,,
10312,5202466499,hixx (35/150),410,57,G Cameron Young G Chris Gotterup G Michael Brennan G Ryo Hisatsune G Michael Kim G Sungjae Im,,,,,
10312,5202496290,youdacao (100/150),410,57,G Chris Gotterup G Russell Henley G Harris English G Michael Thorbjornsen G Michael Kim G Sungjae Im,,,,,
10312,5202689065,betag21 (66/150),410,57,G Cameron Young G Chris Gotterup G Jake Knapp G Johnny Keefer G Max Greyserman G Gordon Sargent,,,,,
10312,5202740073,jogasingh62,410,57,G Cameron Young G Chris Gotterup G Ryo Hisatsune G Jackson Suber G Ben Kohles G Michael Kim,,,,,
10312,5202751990,ericmal23 (145/150),410,57,G Chris Gotterup G Russell Henley G Patrick Cantlay G Rasmus Neergaard-Petersen G Mac Meissner G Michael Kim,,,,,
10312,5202829174,Amenrabuck (14/35),410,57,G Cameron Young G Chris Gotterup G Michael Thorbjornsen G Mac Meissner G Michael Kim G Sungjae Im,,,,,
10312,5202875921,sroper2019 (4/4),410,57,G Chris Gotterup G Russell Henley G Hideki Matsuyama G Ryo Hisatsune G Michael Kim G Sungjae Im,,,,,
10312,5202940527,AngerTornado (5/6),410,57,G Cameron Young G Chris Gotterup G Michael Thorbjornsen G Marco Penge G Johnny Keefer G Gordon Sargent,,,,,
10312,5202947476,phildunphy27 (4/11),410,57,G Cameron Young G Chris Gotterup G Nicolai Højgaard G Jordan L. Smith G Michael Kim G Sungjae Im,,,,,
10312,5202949739,drendina (32/150),410,57,G Chris Gotterup G Russell Henley G Harris English G Michael Thorbjornsen G Michael Kim G Sungjae Im,,,,,
10312,5202949799,drendina (92/150),410,57,G Cameron Young G Chris Gotterup G Jacob Bridgeman G Ryo Hisatsune G Michael Kim G Lee Hodges,,,,,
10312,5203031417,cagea65 (15/21),410,57,G Cameron Young G Chris Gotterup G Michael Thorbjornsen G Michael Kim G Beau Hossler G Sungjae Im,,,,,
10312,5203074094,nickbestman (5/5),410,57,G Chris Gotterup G Patrick Cantlay G Michael Thorbjornsen G Jacob Bridgeman G Rasmus Neergaard-Petersen G Michael Kim,,,,,
10312,5203078949,Adolik (3/3),410,57,G Chris Gotterup G Russell Henley G Jake Knapp G Jackson Suber G Corey Conners G Michael Kim,,,,,
10312,5203085151,boybadazz (1/4),410,57,G Chris Gotterup G Ben Griffin G Jake Knapp G Jackson Suber G Mac Meissner G Michael Kim,,,,,
10312,5203088361,Skibasher (47/150),410,57,G Chris Gotterup G Hideki Matsuyama G Ben Griffin G Jacob Bridgeman G Jordan L. Smith G Michael Kim,,,,,
10312,5203129671,sbcousle (149/150),410,57,G Cameron Young G Chris Gotterup G Jacob Bridgeman G Rasmus Neergaard-Petersen G Jordan L. Smith G Michael Kim,,,,,
10312,5203138138,royal1416,410,57,G Cameron Young G Chris Gotterup G Marco Penge G Rasmus Neergaard-Petersen G Max Greyserman G Michael Kim,,,,,
10312,5203151037,narendra22 (11/140),410,57,G Cameron Young G Chris Gotterup G J.J. Spaun G Michael Kim G Zachary Bauchou G Lee Hodges,,,,,
10312,5203151043,narendra22 (17/140),410,57,G Chris Gotterup G Russell Henley G J.J. Spaun G Ryo Hisatsune G Corey Conners G Michael Kim,,,,,
10312,5203151065,narendra22 (39/140),410,57,G Chris Gotterup G Russell Henley G Patrick Cantlay G Corey Conners G Jordan L. Smith G Michael Kim,,,,,
10312,5203161399,wstellian (2/3),410,57,G Cameron Young G Chris Gotterup G Michael Thorbjornsen G Jordan L. Smith G Michael Kim G Sungjae Im,,,,,
10312,5203176409,pstlqkf,410,57,G Cameron Young G Chris Gotterup G Jake Knapp G Johnny Keefer G Ben Kohles G Gordon Sargent,,,,,
10312,5203213103,jjfmumusc (5/11),410,57,G Chris Gotterup G Ben Griffin G J.J. Spaun G Nicolai Højgaard G Michael Kim G Sungjae Im,,,,,
10312,5199204950,Bsgolfer7 (15/150),409,57,G Cameron Young G Wyndham Clark G J.J. Spaun G Mac Meissner G Michael Kim G Steven Fisk,,,,,
10312,5199205001,Bsgolfer7 (66/150),409,57,G Cameron Young G Wyndham Clark G J.J. Spaun G Matt Wallace G Michael Kim G Rasmus Højgaard,,,,,
10312,5200110950,Grex123 (19/150),409,57,G Cameron Young G Wyndham Clark G Russell Henley G Michael Kim G Taylor Pendrith G Matti Schmid,,,,,
10312,5200332204,Fantassin (65/150),409,57,G Cameron Young G Wyndham Clark G Jake Knapp G Jordan L. Smith G Michael Kim G Taylor Pendrith,,,,,
10312,5200590893,shawnzhan (92/150),409,57,G Wyndham Clark G Patrick Cantlay G J.J. Spaun G Michael Thorbjornsen G Jackson Suber G Michael Kim,,,,,
10312,5200788000,seahawkassassin (1/3),409,57,G Cameron Young G Jake Knapp G Michael Thorbjornsen G Rickie Fowler G Jackson Suber G Mark Hubbard,,,,,
10312,5201241460,Hovey64,409,57,G Cameron Young G Wyndham Clark G Jacob Bridgeman G Ryo Hisatsune G Jackson Suber G Michael Kim,,,,,
10312,5201333550,Mybucs2014 (3/16),409,57,G Wyndham Clark G Russell Henley G Jake Knapp G J.J. Spaun G Michael Kim G John VanDerLaan,,,,,
10312,5201428356,needlunchmoney (48/150),409,57,G Cameron Young G Wyndham Clark G Michael Thorbjornsen G Corey Conners G Michael Kim G Beau Hossler,,,,,
10312,5201447387,Jagboys (7/15),409,57,G Wyndham Clark G Hideki Matsuyama G Jake Knapp G Michael Brennan G Marco Penge G Michael Kim,,,,,
10312,5201489028,jwdunn777 (1/2),409,57,G Cameron Young G Wyndham Clark G Nicolai Højgaard G Jacob Bridgeman G Michael Kim G Lee Hodges,,,,,
10312,5201530163,bettor4u (2/2),409,57,G Cameron Young G Wyndham Clark G Nicolai Højgaard G Rasmus Neergaard-Petersen G Jordan L. Smith G Michael Kim,,,,,
10312,5202088192,dfs_ads (81/150),409,57,G Wyndham Clark G Patrick Cantlay G Hideki Matsuyama G Michael Thorbjornsen G Michael Kim G Zecheng Dou,,,,,
10312,5202285405,bmwhit16 (43/100),409,57,G Wyndham Clark G Hideki Matsuyama G Jake Knapp G Nicolai Højgaard G Mac Meissner G Michael Kim,,,,,
10312,5202319546,whatl3y (39/75),409,57,G Wyndham Clark G Russell Henley G Jake Knapp G Nicolai Højgaard G Michael Kim G John Parry,,,,,
10312,5202370004,randers (123/150),409,57,G Wyndham Clark G Patrick Cantlay G Ben Griffin G Michael Thorbjornsen G Michael Kim G Sungjae Im,,,,,
10312,5202408285,FlavorFlav (79/117),409,57,G Wyndham Clark G Russell Henley G Jake Knapp G Michael Brennan G Ryo Hisatsune G Michael Kim,,,,,
10312,5202425737,tc123 (34/150),409,57,G Cameron Young G Wyndham Clark G Michael Thorbjornsen G Michael Brennan G Michael Kim G Lee Hodges,,,,,
10312,5202474866,hixx (80/150),409,57,G Wyndham Clark G Patrick Cantlay G Hideki Matsuyama G Michael Thorbjornsen G Jordan L. Smith G Michael Kim,,,,,
10312,5202496313,youdacao (123/150),409,57,G Wyndham Clark G Russell Henley G Patrick Cantlay G Jackson Suber G Jordan L. Smith G Michael Kim,,,,,
10312,5202641060,BlackHaze11 (1/2),409,57,G Wyndham Clark G Ben Griffin G Jake Knapp G Michael Brennan G Jacob Bridgeman G Michael Kim,,,,,
10312,5203053836,mfberlin,409,57,G Wyndham Clark G Hideki Matsuyama G Jake Knapp G Michael Thorbjornsen G Jackson Suber G Michael Kim,,,,,
10312,5203108751,habrye21 (1/3),409,57,G Cameron Young G Wyndham Clark G Jacob Bridgeman G Jordan Spieth G Rasmus Neergaard-Petersen G Michael Kim,,,,,
10312,5203172077,master24,409,57,G Wyndham Clark G Ben Griffin G Jake Knapp G J.J. Spaun G Michael Kim G Billy Horschel,,,,,
10312,5203213744,micahfreeman (1/2),409,57,G Wyndham Clark G Patrick Cantlay G Hideki Matsuyama G Jake Knapp G Michael Kim G Trace Crowe,,,,,
10312,5202474845,hixx (59/150),407,57,G Cameron Young G Ben Griffin G Michael Thorbjornsen G Jacob Bridgeman G Christiaan Bezuidenhout G Michael Kim,,,,,
10312,5202689128,betag21 (129/150),407,57,G Cameron Young G Chris Gotterup G Michael Brennan G Marco Penge G Davis Thompson G Gordon Sargent,,,,,
10312,5200414764,RFHBulldogsDad17 (121/150),406,57,G Cameron Young G Patrick Cantlay G Hideki Matsuyama G Pierceson Coody G Nicolas Echavarria G Chris Kirk,,,,,
10312,5203092631,taxllm (1/2),406,57,G Cameron Young G Wyndham Clark G Jake Knapp G Davis Thompson G Corey Conners G Gordon Sargent,,,,,
10312,5201220460,rbroyles88 (132/150),405,57,G Cameron Young G Wyndham Clark G Ben Griffin G Max Greyserman G Kevin Yu G Neal Shipley,,,,,
10312,5203029227,wmm70116 (57/61),404,57,G Chris Gotterup G Russell Henley G Jake Knapp G Jackson Suber G Pierceson Coody G Ricky Castillo,,,,,
10312,5200332179,Fantassin (40/150),403,57,G Cameron Young G Wyndham Clark G Harris English G Doug Ghim G Jordan L. Smith G Tony Finau,,,,,
10312,5200457424,Tfusco86,403,57,G Xander Schauffele G Jake Knapp G Michael Thorbjornsen G Rickie Fowler G Matt Wallace G Aldrich Potgieter,,,,,
10312,5201383217,CattleChawks (43/46),403,57,G Cameron Young G Akshay Bhatia G Nicolai Højgaard G Rickie Fowler G Rasmus Neergaard-Petersen G Aldrich Potgieter,,,,,
10312,5201998396,driverseati (48/150),403,57,G Cameron Young G Hideki Matsuyama G Ryan Gerard G Rickie Fowler G Sungjae Im G William Mouw,,,,,
10312,5202020320,Wakeupthegimp (1/2),403,57,G Xander Schauffele G Hideki Matsuyama G Rickie Fowler G Michael Brennan G Mac Meissner G Aldrich Potgieter,,,,,
10312,5202097872,tinderella (68/150),403,57,G Cameron Young G Akshay Bhatia G Michael Thorbjornsen G Rickie Fowler G Aldrich Potgieter G John Parry,,,,,
10312,5202451907,WackyUncle (1/12),403,57,G Cameron Young G Jake Knapp G Nicolai Højgaard G Keegan Bradley G Sam Stevens G Andrew Novak,,,,,
10312,5202802686,kittyplume (2/2),403,57,G Russell Henley G Hideki Matsuyama G Ryan Gerard G Nicolai Højgaard G Rickie Fowler G William Mouw,,,,,
10312,5202934870,Derikm9 (8/20),403,57,G Ben Griffin G Jake Knapp G Akshay Bhatia G Nicolai Højgaard G Rickie Fowler G Aldrich Potgieter,,,,,
10312,5202996708,gitaram1994,403,57,G Cameron Young G Xander Schauffele G Rickie Fowler G Aldrich Potgieter G Sudarshan Yellamaraju G Matti Schmid,,,,,
10312,5203165357,thekid1388 (3/3),403,57,G Hideki Matsuyama G Jake Knapp G Ryan Gerard G Michael Thorbjornsen G Rickie Fowler G William Mouw,,,,,
10312,5203188568,jpassanisi (8/8),403,57,G Xander Schauffele G Jake Knapp G J.J. Spaun G Rickie Fowler G Aldrich Potgieter G Andrew Putnam,,,,,
10312,5203238184,deucetew,403,57,G Cameron Young G Patrick Cantlay G Akshay Bhatia G Rickie Fowler G Aldrich Potgieter G Cameron Davis,,,,,
10312,5200414742,RFHBulldogsDad17 (99/150),402,57,G Cameron Young G Xander Schauffele G Keegan Bradley G Aldrich Potgieter G Jordan L. Smith G Taylor Pendrith,,,,,
10312,5201522360,chrishal34 (2/12),402,57,G Xander Schauffele G Russell Henley G Jacob Bridgeman G Keegan Bradley G Jackson Suber G Aldrich Potgieter,,,,,
10312,5202036261,Dpac2 (1/150),402,57,G Cameron Young G Harris English G Akshay Bhatia G Keegan Bradley G Aldrich Potgieter G Jordan L. Smith,,,,,
10312,5202071626,AaronCosta (3/100),402,57,G Xander Schauffele G Russell Henley G Harris English G Keegan Bradley G Aldrich Potgieter G Zecheng Dou,,,,,
10312,5202425794,tc123 (91/150),402,57,G Cameron Young G Xander Schauffele G Keegan Bradley G Aldrich Potgieter G Sudarshan Yellamaraju G Taylor Moore,,,,,
10312,5202587929,kyleboneski (47/58),402,57,G Cameron Young G Ben Griffin G Ryan Gerard G Keegan Bradley G Matt Wallace G William Mouw,,,,,
10312,5202859422,bryson1221 (4/20),402,57,G Russell Henley G Patrick Cantlay G Ryan Gerard G Harris English G Keegan Bradley G William Mouw,,,,,
10312,5200519773,brenner28 (16/150),401,57,G Cameron Young G Chris Gotterup G Jackson Suber G Corey Conners G Emiliano Grillo G Harry Hall,,,,,
10312,5201379739,Scottimac11 (3/24),401,57,G Chris Gotterup G Jackson Koivun G Hideki Matsuyama G Jake Knapp G Cameron Davis G Matt Kuchar,,,,,
10312,5202496219,youdacao (29/150),401,57,G Cameron Young G Patrick Cantlay G Ryan Gerard G Keegan Bradley G Andrew Novak G Lee Hodges,,,,,
10312,5202889578,Mjhavs (1/12),401,57,G Cameron Young G Chris Gotterup G Jackson Koivun G Matthew McCarty G Kris Ventura G Matt Kuchar,,,,,
10312,5203002581,markl1420 (3/3),401,57,G Cameron Young G Chris Gotterup G Jackson Koivun G Ben Kohles G Andrew Putnam G Matt Kuchar,,,,,
10312,5203030681,stoniner (18/35),401,57,G Cameron Young G Chris Gotterup G Emiliano Grillo G Harry Hall G Sudarshan Yellamaraju G Zachary Bauchou,,,,,
10312,5203145097,JLong456 (5/5),401,57,G Chris Gotterup G Ben Griffin G Jake Knapp G Jordan L. Smith G Emiliano Grillo G Harry Hall,,,,,
10312,5202506168,TheKingJ.Egg,400,57,G Cameron Young G Wyndham Clark G Hideki Matsuyama G Emiliano Grillo G Harry Hall G Austin Eckroat,,,,,
10312,5201953782,leznets2424 (5/5),399,57,G Chris Gotterup G Wyndham Clark G Michael Thorbjornsen G Marco Penge G Pierceson Coody G Johnny Keefer,,,,,
10312,5202097848,tinderella (44/150),399,57,G Xander Schauffele G Jackson Koivun G J.J. Spaun G Johnny Keefer G Mackenzie Hughes G Matthew McCarty,,,,,
10312,5202457849,toby3826 (10/37),399,57,G Chris Gotterup G Wyndham Clark G Nicolai Højgaard G Jackson Suber G Pierceson Coody G Johnny Keefer,,,,,
10312,5202461698,TheDirtySheikh (9/50),399,57,G Cameron Young G Hideki Matsuyama G Ryan Gerard G Ryo Hisatsune G Michael Kim G Chandler Phillips,,,,,
10312,5200111041,Grex123 (110/150),398,57,G Si Woo Kim G Jackson Koivun G Ben Griffin G Jacob Bridgeman G Emiliano Grillo G Matthew McCarty,,,,,
