Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
148,5202971889,KFolkerts,386,120.5,G Wyndham Clark G Russell Henley G Hideki Matsuyama G Rickie Fowler G Michael Kim G Emiliano Grillo,,Marcelo Rozo,G,0.01%,0
148,5201826117,csbaltz (19/20),384,120.5,G Chris Gotterup G Akshay Bhatia G Michael Thorbjornsen G Rickie Fowler G Keegan Bradley G Pierceson Coody,,Jason Day,G,0.00%,0
148,5201628240,John_Lees_Son (14/20),383,120.5,G Wyndham Clark G J.J. Spaun G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Pierceson Coody,,,,,
148,5202194669,ToeTagginTambo (51/79),378,120.5,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Keegan Bradley G Benjamin James G Karl Vilips,,,,,
148,5200980388,Grahambo420 (3/3),376,120.5,G Si Woo Kim G Wyndham Clark G Patrick Cantlay G Keegan Bradley G Christiaan Bezuidenhout G Chris Kirk,,,,,
148,5201301104,Inshan (1/2),366,120.5,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Christiaan Bezuidenhout G Michael Kim G Nick Taylor,,,,,
148,5203185153,flatpeak (28/30),364,120.5,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Michael Kim G Emiliano Grillo G Chandler Phillips,,,,,
155,5202045676,B32044 (4/5),392,120,G Cameron Young G Ben Griffin G Rickie Fowler G Keegan Bradley G Davis Thompson G Chris Kirk,,,,,
155,5202622405,Casey125,385,120,G Cameron Young G Jackson Koivun G Ben Kohles G Michael Kim G Emiliano Grillo G Chris Kirk,,,,,
155,5201454853,kxk027,381,120,G Xander Schauffele G Wyndham Clark G Rickie Fowler G Keegan Bradley G Ben Kohles G Nick Taylor,,,,,
155,5201525623,mphilly1022 (21/121),372,120,G Xander Schauffele G Chris Gotterup G Ryan Gerard G Michael Kim G Harry Hall G Tony Finau,,,,,
159,5203207140,GodlyPurp (2/2),389,119.5,G Chris Gotterup G Ben Griffin G J.J. Spaun G Rickie Fowler G Michael Kim G Ricky Castillo,,,,,
159,5200612773,ddry (56/150),388,119.5,G Cameron Young G Chris Gotterup G Keegan Bradley G Rasmus Neergaard-Petersen G Michael Kim G Ricky Castillo,,,,,
159,5202806551,Eagleseye12,387,119.5,G Jackson Koivun G Hideki Matsuyama G Harris English G Rickie Fowler G Keegan Bradley G Emiliano Grillo,,,,,
159,5202481738,scout326 (3/150),384,119.5,G Chris Gotterup G Wyndham Clark G Michael Thorbjornsen G Rickie Fowler G Johnny Keefer G Michael Kim,,,,,
159,5203128202,STANSBAGGERS (21/26),382,119.5,G Wyndham Clark G J.J. Spaun G Ryan Gerard G Keegan Bradley G Doug Ghim G Michael Kim,,,,,
159,5201578441,Dubbleb2 (148/150),381,119.5,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Jackson Suber G Michael Kim G Gordon Sargent,,,,,
159,5202167429,kcweir1087 (7/8),370,119.5,G Chris Gotterup G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Tony Finau G William Mouw,,,,,
166,5200110978,Grex123 (47/150),387,119,G Cameron Young G Chris Gotterup G Keegan Bradley G Pierceson Coody G Benjamin James G Michael Kim,,,,,
166,5200675988,ace12379,379,119,G Chris Gotterup G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Ryo Hisatsune G Chris Kirk,,,,,
166,5201492787,PhillySpecial93,379,119,G Chris Gotterup G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Ryo Hisatsune G Chris Kirk,,,,,
166,5201903477,khubb128,378,119,G Xander Schauffele G Patrick Cantlay G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Mark Hubbard,,,,,
166,5200296083,browner24ia (115/150),377,119,G Chris Gotterup G Si Woo Kim G Keegan Bradley G Eric Cole G Ryo Hisatsune G Chris Kirk,,,,,
166,5202408224,FlavorFlav (18/117),375,119,G Cameron Young G Chris Gotterup G Keegan Bradley G Eric Cole G Michael Kim G Andrew Novak,,,,,
166,5202474872,hixx (86/150),375,119,G Cameron Young G Chris Gotterup G Keegan Bradley G Eric Cole G Michael Kim G Andrew Novak,,,,,
166,5201877043,JakeyV,372,119,G Xander Schauffele G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Keegan Bradley G William Mouw,,,,,
166,5201490080,Avryel26 (12/17),370,119,G Si Woo Kim G Akshay Bhatia G Aldrich Potgieter G Ricky Castillo G Tony Finau G Chris Kirk,,,,,
166,5202817889,Skatsuf (52/150),370,119,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Rickie Fowler G Chris Kirk G Austin Smotherman,,,,,
166,5202167428,kcweir1087 (6/8),367,119,G Xander Schauffele G Chris Gotterup G Akshay Bhatia G Christiaan Bezuidenhout G Tony Finau G Chris Kirk,,,,,
166,5202907223,woechongo (4/6),367,119,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Keegan Bradley G Matt Kuchar G Zac Blair,,,,,
178,5202185136,hensonb1 (43/150),390,118.5,G Cameron Young G Patrick Cantlay G Rickie Fowler G Doug Ghim G Michael Kim G Emiliano Grillo,,,,,
178,5202386377,ckk-244ayk (15/150),390,118.5,G Jackson Koivun G Hideki Matsuyama G Ben Griffin G Rickie Fowler G Kevin Yu G Chris Kirk,,,,,
178,5202987039,calamarimike (1/2),390,118.5,G Chris Gotterup G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Jordan Spieth G Tony Finau,,,,,
178,5201132223,wtread5 (93/150),385,118.5,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Johnny Keefer G Mac Meissner,,,,,
178,5201668535,devdusian (3/4),385,118.5,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Corey Conners G Benjamin James,,,,,
178,5202278890,Dsella (78/150),385,118.5,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Jackson Suber G Johnny Keefer,,,,,
178,5200437289,jsf900 (72/150),384,118.5,G Jackson Koivun G Wyndham Clark G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Benjamin James,,,,,
178,5201132165,wtread5 (35/150),384,118.5,G Jackson Koivun G J.J. Spaun G Ryan Gerard G Rickie Fowler G Keegan Bradley G Doug Ghim,,,,,
178,5200437249,jsf900 (32/150),382,118.5,G Xander Schauffele G Si Woo Kim G Keegan Bradley G Doug Ghim G Max Greyserman G Michael Kim,,,,,
178,5202973467,TooEasy27 (139/150),382,118.5,G Xander Schauffele G Hideki Matsuyama G Akshay Bhatia G Keegan Bradley G Pierceson Coody G Michael Kim,,,,,
178,5198048149,bendere1969 (8/16),381,118.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Rickie Fowler G Michael Kim G Austin Eckroat,,,,,
178,5202369937,randers (56/150),381,118.5,G Jackson Koivun G Wyndham Clark G Rickie Fowler G Keegan Bradley G Davis Thompson G Corey Conners,,,,,
178,5203135911,hudylyles (2/2),380,118.5,G Si Woo Kim G Wyndham Clark G Ryan Gerard G Rickie Fowler G Michael Kim G Zachary Bauchou,,,,,
191,5201065244,Fjalley3 (1/3),388,118,G Chris Gotterup G Jake Knapp G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Emiliano Grillo,,,,,
191,5202045435,Dpac2 (41/150),388,118,G Chris Gotterup G Russell Henley G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Emiliano Grillo,,,,,
191,5201721854,donnybasbl (3/8),385,118,G Chris Gotterup G Si Woo Kim G Ben Griffin G Rickie Fowler G Chris Kirk G Neal Shipley,,,,,
191,5202714495,nathanfrink (3/4),385,118,G Cameron Young G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Christiaan Bezuidenhout G Emiliano Grillo,,,,,
191,5202619116,arbaine04 (2/10),384,118,G Si Woo Kim G Jackson Koivun G Michael Thorbjornsen G Rickie Fowler G Johnny Keefer G Michael Kim,,,,,
191,5200110952,Grex123 (21/150),378,118,G Chris Gotterup G Si Woo Kim G Patrick Cantlay G Michael Kim G Emiliano Grillo G Stephan Jaeger,,,,,
191,5201037274,tmf987 (2/3),378,118,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Michael Kim G Kevin Yu G Zecheng Dou,,,,,
191,5202721601,emm49ers (27/44),377,118,G Xander Schauffele G Jackson Koivun G Rickie Fowler G Benjamin James G Kevin Yu G Nick Taylor,,,,,
191,5202386388,ckk-244ayk (26/150),371,118,G Chris Gotterup G Jackson Koivun G Ryan Gerard G Keegan Bradley G Kevin Yu G William Mouw,,,,,
200,5201221813,slick12345 (1/16),386,117.5,G Cameron Young G Chris Gotterup G Wyndham Clark G Emiliano Grillo G Tom Hoge G Peter Malnati,,,,,
200,5200562991,JPB2014 (57/60),380,117.5,G Chris Gotterup G Wyndham Clark G Patrick Cantlay G Davis Thompson G Michael Kim G Chris Kirk,,,,,
200,5202481771,scout326 (36/150),376,117.5,G Xander Schauffele G Jake Knapp G Akshay Bhatia G Keegan Bradley G Eric Cole G Michael Kim,,,,,
200,5203052436,pkyanks211 (1/4),376,117.5,G Cameron Young G Si Woo Kim G Rickie Fowler G Michael Kim G Andrew Novak G Joel Dahmen,,,,,
200,5200519851,brenner28 (94/150),375,117.5,G Chris Gotterup G Si Woo Kim G Keegan Bradley G Davis Thompson G Kevin Yu G Harry Hall,,,,,
205,5202429323,breadline (3/4),383,117,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Corey Conners G Michael Kim G Sam Stevens,,,,,
205,5202389043,giantsquid (70/150),379,117,G Wyndham Clark G J.J. Spaun G Ryan Gerard G Akshay Bhatia G Keegan Bradley G Michael Kim,,,,,
205,5202716662,seeoh8,378,117,G Si Woo Kim G Ben Griffin G Ryan Gerard G Rickie Fowler G Eric Cole G Michael Kim,,,,,
208,5202285368,bmwhit16 (6/100),399,116.5,G Russell Henley G Patrick Cantlay G Harris English G Rickie Fowler G Keegan Bradley G Michael Kim,,,,,
208,5200467747,Covrett,390,116.5,G Cameron Young G Chris Gotterup G Rickie Fowler G Denny McCarthy G Tony Finau G Chris Kirk,,,,,
208,5202817933,Skatsuf (96/150),384,116.5,G Jackson Koivun G Wyndham Clark G Jake Knapp G Rickie Fowler G Johnny Keefer G Chris Kirk,,,,,
208,5200296044,browner24ia (76/150),383,116.5,G Xander Schauffele G Jackson Koivun G Keegan Bradley G Johnny Keefer G Rasmus Neergaard-Petersen G Michael Kim,,,,,
208,5202080523,zroth2 (39/150),381,116.5,G Xander Schauffele G Jackson Koivun G Rickie Fowler G Davis Thompson G Jordan L. Smith G Michael Kim,,,,,
208,5202746576,dbarzottini (1/5),381,116.5,G Jackson Koivun G Patrick Cantlay G Akshay Bhatia G Rickie Fowler G Davis Thompson G Michael Kim,,,,,
208,5200437310,jsf900 (93/150),380,116.5,G Chris Gotterup G Ben Griffin G Ryan Gerard G Rickie Fowler G Kevin Yu G Emiliano Grillo,,,,,
208,5201625576,blakefreund (2/2),380,116.5,G Cameron Young G Ryan Gerard G Rickie Fowler G Keegan Bradley G Eric Cole G Nick Taylor,,,,,
208,5201753518,lefty4523chef (3/6),371,116.5,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Eric Cole G Benjamin James G Emiliano Grillo,,,,,
208,5202555329,LegendsPark,371,116.5,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Benjamin James G Christiaan Bezuidenhout G Emiliano Grillo,,,,,
218,5202487357,LongOddsShortDK (3/3),391,116,G Si Woo Kim G Russell Henley G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Kevin Yu,,,,,
218,5200414703,RFHBulldogsDad17 (60/150),388,116,G Cameron Young G Si Woo Kim G Michael Thorbjornsen G Michael Kim G Tony Finau G Chris Kirk,,,,,
218,5202785387,Karkovice (3/4),387,116,G Xander Schauffele G Jake Knapp G Michael Thorbjornsen G Rickie Fowler G Michael Kim G Emiliano Grillo,,,,,
218,5201687884,jimmythegreek23 (2/3),380,116,G Cameron Young G Xander Schauffele G Chris Gotterup G Christiaan Bezuidenhout G Adam Svensson G Peter Malnati,,,,,
218,5202361426,lilweezy19 (13/25),377,116,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Harry Hall G Tony Finau G Keita Nakajima,,,,,
218,5203212660,moneyalston (2/2),356,116,G Eric Cole G Seamus Power G Christiaan Bezuidenhout G Michael Kim G Mark Hubbard G Zac Blair,,,,,
224,5203132646,stoniner (29/35),390,115.5,G Si Woo Kim G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Ryo Hisatsune G Tony Finau,,,,,
224,5201531753,afuruyama (86/150),388,115.5,G Cameron Young G Jake Knapp G Rickie Fowler G Eric Cole G Michael Kim G Stephan Jaeger,,,,,
224,5201245530,OneDropKing (24/150),382,115.5,G Si Woo Kim G Jackson Koivun G Rickie Fowler G Keegan Bradley G Davis Thompson G Beau Hossler,,,,,
224,5203238400,tleogrande (2/4),381,115.5,G Xander Schauffele G Jackson Koivun G Harris English G Rickie Fowler G Eric Cole G Gordon Sargent,,,,,
224,5203110515,donnytsunami,380,115.5,G Chris Gotterup G Jackson Koivun G Ryan Gerard G Akshay Bhatia G Marco Penge G Peter Malnati,,,,,
224,5201735105,ZipJip,378,115.5,G Chris Gotterup G Wyndham Clark G Rickie Fowler G Keegan Bradley G Corey Conners G Chandler Phillips,,,,,
224,5202464927,blanquito37,378,115.5,G Xander Schauffele G Chris Gotterup G Wyndham Clark G Pierceson Coody G Stephan Jaeger G Gordon Sargent,,,,,
224,5202719842,Freddy11 (29/30),375,115.5,G Chris Gotterup G Wyndham Clark G Hideki Matsuyama G Rickie Fowler G Emiliano Grillo G Mark Hubbard,,,,,
224,5203181524,Skatsuf (140/150),369,115.5,G Si Woo Kim G Wyndham Clark G Davis Thompson G Eric Cole G Michael Kim G Stephan Jaeger,,,,,
224,5203245133,Kaowasaki83 (3/3),369,115.5,G Jackson Koivun G Wyndham Clark G Akshay Bhatia G Aldrich Potgieter G Tony Finau G Chris Kirk,,,,,
234,5202088112,dfs_ads (1/150),385,115,G Wyndham Clark G J.J. Spaun G Rickie Fowler G Keegan Bradley G Davis Thompson G Doug Ghim,,,,,
234,5202657204,xmalachi (139/150),385,115,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Max Greyserman G Benjamin James G Michael Kim,,,,,
234,5201578302,Dubbleb2 (9/150),382,115,G Xander Schauffele G Chris Gotterup G Michael Thorbjornsen G Michael Kim G Sam Stevens G Chris Kirk,,,,,
234,5201578337,Dubbleb2 (44/150),381,115,G Xander Schauffele G Wyndham Clark G Hideki Matsuyama G Michael Kim G Sam Stevens G Chris Kirk,,,,,
234,5202488828,shermSherman (3/7),381,115,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G William Mouw,,,,,
234,5202973463,TooEasy27 (135/150),381,115,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Michael Brennan G Keegan Bradley G William Mouw,,,,,
234,5202698688,betag21 (141/150),378,115,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Jordan L. Smith G Michael Kim G Kevin Yu,,,,,
234,5202841243,BUYMEDINNER,378,115,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Keegan Bradley G Ben Kohles G Zac Blair,,,,,
234,5201209213,Josephburdine68 (4/4),376,115,G Si Woo Kim G Jackson Koivun G Russell Henley G Christiaan Bezuidenhout G Michael Kim G Kevin Yu,,,,,
234,5201824283,mspector,376,115,G Cameron Young G Chris Gotterup G Jackson Koivun G Keegan Bradley G Davis Riley G Lanto Griffin,,,,,
234,5203231399,6picks (23/23),372,115,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Kevin Yu G Nick Taylor G Stephan Jaeger,,,,,
234,5200489772,kcweir1087 (1/8),366,115,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Tony Finau G Chris Kirk G Chandler Phillips,,,,,
234,5202221318,Snakediem17 (4/23),366,115,G Chris Gotterup G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Emiliano Grillo G Chandler Phillips,,,,,
247,5203126035,TheFantasyBros (134/150),388,114.5,G Chris Gotterup G Si Woo Kim G Russell Henley G Keegan Bradley G Neal Shipley G Gordon Sargent,,,,,
247,5202481814,scout326 (79/150),382,114.5,G Jackson Koivun G Wyndham Clark G J.J. Spaun G Rickie Fowler G Pierceson Coody G Tony Finau,,,,,
247,5201152245,jonmburkett (1/5),381,114.5,G Xander Schauffele G Chris Gotterup G Akshay Bhatia G Rickie Fowler G Chris Kirk G Cameron Davis,,,,,
247,5201831549,Bonuscash (121/150),381,114.5,G Wyndham Clark G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Jackson Suber,,,,,
247,5202449052,rmschr12 (15/15),380,114.5,G Cameron Young G Xander Schauffele G Michael Kim G Kevin Yu G Emiliano Grillo G Sam Stevens,,,,,
247,5203254431,KyleP3 (13/13),374,114.5,G Jackson Koivun G Wyndham Clark G J.J. Spaun G Rickie Fowler G Christiaan Bezuidenhout G Emiliano Grillo,,,,,
247,5203167050,rugerman07,373,114.5,G Jackson Koivun G Wyndham Clark G Ben Griffin G Keegan Bradley G Christiaan Bezuidenhout G Emiliano Grillo,,,,,
247,5202817936,Skatsuf (99/150),371,114.5,G Si Woo Kim G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Stephan Jaeger G Mark Hubbard,,,,,
247,5203102301,DuDavis1986,369,114.5,G Chris Gotterup G Si Woo Kim G Akshay Bhatia G Rickie Fowler G Emiliano Grillo G William Mouw,,,,,
247,5203184189,tahunter,368,114.5,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Rickie Fowler G Ricky Castillo G Zac Blair,,,,,
247,5201251313,Grayson41 (4/4),367,114.5,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Michael Kim G Nick Taylor G Zac Blair,,,,,
247,5201522834,Jose-Jones (13/25),365,114.5,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Seamus Power G Kevin Yu G Emiliano Grillo,,,,,
259,5202135104,Krausbomb1 (1/2),390,114,G Xander Schauffele G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Jordan Spieth G Tony Finau,,,,,
259,5202912559,KingColeM (13/16),390,114,G Xander Schauffele G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Jordan Spieth G Tony Finau,,,,,
259,5203244788,Seez1982 (5/5),390,114,G Xander Schauffele G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Jordan Spieth G Tony Finau,,,,,
259,5201616033,iahockey (3/3),385,114,G Si Woo Kim G Wyndham Clark G Rickie Fowler G Keegan Bradley G Denny McCarthy G Benjamin James,,,,,
259,5203235887,Jansensatts,385,114,G Chris Gotterup G Wyndham Clark G Ben Griffin G Rickie Fowler G Keegan Bradley G Ryan Ruffels,,,,,
259,5201620264,kdsdawgbones (5/22),383,114,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Davis Thompson G Billy Horschel,,,,,
259,5202299448,NeenahNellie (9/10),383,114,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Davis Thompson G Zecheng Dou,,,,,
259,5202843840,Jlyles2019 (70/150),383,114,G Si Woo Kim G Jackson Koivun G J.J. Spaun G Keegan Bradley G Keita Nakajima G Chris Kirk,,,,,
259,5203157127,OriolesRavens16 (33/52),382,114,G Si Woo Kim G Wyndham Clark G Rickie Fowler G Keegan Bradley G Davis Thompson G Jackson Suber,,,,,
259,5201831500,Bonuscash (72/150),381,114,G Si Woo Kim G Wyndham Clark G Ryan Gerard G Rickie Fowler G Jackson Suber G Chris Kirk,,,,,
259,5200708394,Square_Pauly (2/10),380,114,G Jackson Koivun G Ben Griffin G Ryan Gerard G Akshay Bhatia G Keegan Bradley G Chris Kirk,,,,,
259,5202389087,giantsquid (114/150),378,114,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Jacob Bridgeman G Eric Cole G Kevin Yu,,,,,
259,5202444771,ajg12991 (51/150),376,114,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Michael Kim G Emiliano Grillo G Kevin Roy,,,,,
259,5203075388,flatpeak (21/30),376,114,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Michael Kim G Emiliano Grillo G Kevin Roy,,,,,
259,5202856104,alabamaboy001,373,114,G Chris Gotterup G Wyndham Clark G Jake Knapp G Eric Cole G Michael Kim G Emiliano Grillo,,,,,
259,5202538754,osakis (6/11),371,114,G Cameron Young G Chris Gotterup G Eric Cole G Christiaan Bezuidenhout G Michael Kim G Emiliano Grillo,,,,,
259,5203215627,jbanek31 (21/150),371,114,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Keegan Bradley G Davis Thompson G Ricky Castillo,,,,,
259,5201505367,fortunehunter (3/3),370,114,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Akshay Bhatia G Ricky Castillo G Chris Kirk,,,,,
259,5203127258,jaflo505,369,114,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Eric Cole G Doug Ghim G Christiaan Bezuidenhout,,,,,
259,5201354310,coffmak,366,114,G Xander Schauffele G Chris Gotterup G Keegan Bradley G Eric Cole G Aldrich Potgieter G Emiliano Grillo,,,,,
259,5201974581,Brianxll (34/97),363,114,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Christiaan Bezuidenhout G Chris Kirk G Zac Blair,,,,,
280,5200709629,jaguar21,388,113.5,G Xander Schauffele G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Jordan Spieth G Emiliano Grillo,,,,,
280,5202613914,PetrGibbons (16/150),388,113.5,G Xander Schauffele G Harris English G Michael Thorbjornsen G Rickie Fowler G Keegan Bradley G Emiliano Grillo,,,,,
280,5202866150,tedro84,388,113.5,G Xander Schauffele G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Jordan Spieth G Emiliano Grillo,,,,,
280,5202924542,wyoule (4/5),388,113.5,G Xander Schauffele G Russell Henley G Rickie Fowler G Keegan Bradley G Corey Conners G Emiliano Grillo,,,,,
280,5201335116,Zack7831 (1/5),381,113.5,G Chris Gotterup G Si Woo Kim G J.J. Spaun G Keegan Bradley G Michael Kim G Nicolas Echavarria,,,,,
280,5201925409,lsahr (141/150),379,113.5,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Pierceson Coody G Benjamin James G Tony Finau,,,,,
280,5201245522,OneDropKing (16/150),376,113.5,G Xander Schauffele G Jackson Koivun G J.J. Spaun G Keegan Bradley G Michael Kim G Austin Smotherman,,,,,
280,5202543162,caine3886,371,113.5,G Chris Gotterup G Si Woo Kim G Wyndham Clark G Tony Finau G Nicolas Echavarria G Chris Kirk,,,,,
288,5201427846,Brianxll (2/97),389,113,G Chris Gotterup G Jackson Koivun G Michael Thorbjornsen G Rickie Fowler G Ben Kohles G Michael Kim,,,,,
288,5202555069,kikgo,389,113,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Jacob Bridgeman G Corey Conners G Michael Kim,,,,,
288,5203155887,HoldemKy5 (2/12),389,113,G Chris Gotterup G Jackson Koivun G Jake Knapp G Rickie Fowler G Benjamin James G Gordon Sargent,,,,,
288,5202389091,giantsquid (118/150),388,113,G Jackson Koivun G Wyndham Clark G J.J. Spaun G Rickie Fowler G Mac Meissner G Michael Kim,,,,,
288,5202389114,giantsquid (141/150),388,113,G Chris Gotterup G Jackson Koivun G J.J. Spaun G Keegan Bradley G Michael Kim G Sungjae Im,,,,,
288,5202825522,darkside179,387,113,G Cameron Young G Si Woo Kim G Michael Brennan G Keegan Bradley G Emiliano Grillo G Chris Kirk,,,,,
288,5202080634,zroth2 (150/150),384,113,G Cameron Young G Wyndham Clark G Rickie Fowler G Davis Thompson G Michael Kim G Sam Stevens,,,,,
288,5202190551,A1GAMER1 (1/2),382,113,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Aldrich Potgieter G Cameron Davis,,,,,
