Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS,,,,,,,,,,,,,,
1653,5209414974,drccpro,337,121.5,G Justin Thomas G Ryan Gerard G Aaron Rai G Alex Smalley G Jordan L. Smith G J.T. Poston,,,,,,,,,,,,,,,,,,,
1653,5208220105,SpartyOn821,334,121.5,G Cameron Young G Davis Thompson G Mac Meissner G Alex Noren G Sungjae Im G Matt Wallace,,,,,,,,,,,,,,,,,,,
1653,5209606029,kcroyalfan,334,121.5,G Cameron Young G Hideki Matsuyama G Ben Kohles G Jordan L. Smith G Matt Wallace G J.T. Poston,,,,,,,,,,,,,,,,,,,
1653,5208248562,andnov,332,121.5,G Cameron Young G Aaron Rai G Davis Thompson G Ben Kohles G J.T. Poston G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1653,5209117190,djelder,332,121.5,G Cameron Young G Tom Kim G Aaron Rai G Christiaan Bezuidenhout G Ryo Hisatsune G John Parry,,,,,,,,,,,,,,,,,,,
1653,5209641409,pug1pug,332,121.5,G Cameron Young G Aaron Rai G Davis Thompson G Ben Kohles G J.T. Poston G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1653,5209264800,samsavard,331,121.5,G Cameron Young G Justin Thomas G Ben Griffin G J.T. Poston G Billy Horschel G Webb Simpson,,,,,,,,,,,,,,,,,,,
1653,5207878971,Maximo1983,330,121.5,G Cameron Young G Ryan Gerard G Alex Fitzpatrick G Sungjae Im G Marco Penge G John Parry,,,,,,,,,,,,,,,,,,,
1676,5209629976,HollywoodDubs,361,121,G Jackson Koivun G Ben Griffin G Aaron Rai G Alex Smalley G Benjamin James G Lee Hodges,,,,,,,,,,,,,,,,,,,
1676,5209361997,franman17,360,121,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Blades Brown G Benjamin James G Michael Kim,,,,,,,,,,,,,,,,,,,
1676,5207885984,nathanpcmh,349,121,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Alex Noren G Alex Smalley G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1676,5208006572,mgiambra76,349,121,G Jackson Koivun G Maverick McNealy G Brooks Koepka G Blades Brown G Benjamin James G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1676,5209419445,MileHighManiacs,347,121,G Cameron Young G Michael Brennan G Harris English G Blades Brown G Alex Smalley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1676,5209252637,bloodysoxfan,344,121,G Justin Thomas G Ryan Gerard G Brooks Koepka G Keith Mitchell G Blades Brown G Rico Hoey,,,,,,,,,,,,,,,,,,,
1676,5207401219,Grossman911,343,121,G Cameron Young G Ryan Gerard G Mac Meissner G Jordan L. Smith G Michael Kim G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1676,5209276622,csstovall09,342,121,G Cameron Young G Tom Kim G Blades Brown G Ben Kohles G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1676,5209691403,Pavich12,342,121,G Hideki Matsuyama G Justin Thomas G Maverick McNealy G Alex Smalley G Christiaan Bezuidenhout G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1676,5209728486,garcee,342,121,G Hideki Matsuyama G Ryan Gerard G Michael Brennan G Brian Harman G Christiaan Bezuidenhout G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1676,5208918762,Tvideo87,340,121,G Hideki Matsuyama G Tom Kim G Michael Brennan G Blades Brown G Sungjae Im G Marco Penge,,,,,,,,,,,,,,,,,,,
1676,5208638687,nateya15,339,121,G Cameron Young G Jackson Koivun G Christiaan Bezuidenhout G J.T. Poston G Benjamin James G Jackson Suber,,,,,,,,,,,,,,,,,,,
1676,5208827260,StatATL,339,121,G Cameron Young G Justin Thomas G Davis Thompson G Mac Meissner G Patrick Fishburn G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1676,5209859112,KronikWizard,339,121,G Cameron Young G Davis Thompson G Mac Meissner G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
1676,5208734818,jdoof1,337,121,G Cameron Young G Tom Kim G Alex Fitzpatrick G Ryo Hisatsune G Nick Taylor G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1676,5208203287,qbert4200,334,121,G Keegan Bradley G Alex Fitzpatrick G Michael Brennan G Mac Meissner G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
1676,5208281595,Zsheep,334,121,G Justin Thomas G Tom Kim G Alex Fitzpatrick G Blades Brown G J.T. Poston G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1676,5208394984,gloc1977,334,121,G Hideki Matsuyama G Aaron Rai G Mac Meissner G Keith Mitchell G Sungjae Im G J.T. Poston,,,,,,,,,,,,,,,,,,,
1676,5209101085,DennyJ44,330,121,G Cameron Young G Hideki Matsuyama G Mac Meissner G Christiaan Bezuidenhout G Ricky Castillo G Kris Ventura,,,,,,,,,,,,,,,,,,,
1695,5207377010,ThreePMD,355,120.5,G Cameron Young G Ryan Gerard G Keith Mitchell G Blades Brown G Michael Kim G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1695,5208373023,sgoldberg1969,350,120.5,G Cameron Young G Ryan Gerard G Jordan Spieth G Ben Kohles G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1695,5209008178,RunDMP,350,120.5,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Bud Cauley G Emiliano Grillo G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1695,5209006735,In_Like_Flynn,348,120.5,G Cameron Young G Davis Thompson G Brian Harman G Blades Brown G Ben Kohles G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1695,5208334728,jnselc,347,120.5,G Cameron Young G Ryan Gerard G Davis Thompson G Blades Brown G Jordan L. Smith G Matt Kuchar,,,,,,,,,,,,,,,,,,,
1695,5208161661,uclatripp22,346,120.5,G Jackson Koivun G Brooks Koepka G Davis Thompson G Alex Noren G Blades Brown G Billy Horschel,,,,,,,,,,,,,,,,,,,
1695,5207906800,Athanasios_9,345,120.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Blades Brown G J.T. Poston G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
1695,5209721722,msudawgk,345,120.5,G Jackson Koivun G Tom Kim G Alex Fitzpatrick G Ben Kohles G Michael Kim G Zachary Bauchou,,,,,,,,,,,,,,,,,,,
1695,5207286934,jstoltz28,344,120.5,G Cameron Young G Michael Brennan G Jordan Spieth G Doug Ghim G Blades Brown G J.T. Poston,,,,,,,,,,,,,,,,,,,
1695,5207414816,ScottGalayda,344,120.5,G Hideki Matsuyama G Keegan Bradley G Michael Brennan G Jordan Spieth G Christiaan Bezuidenhout G Eric Cole,,,,,,,,,,,,,,,,,,,
1695,5209032368,jrwakely,344,120.5,G Jackson Koivun G Tom Kim G Brian Harman G Ben Kohles G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1695,5209786465,stupacjmu,344,120.5,G Cameron Young G Keegan Bradley G Keith Mitchell G Eric Cole G Emiliano Grillo G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1695,5209579775,Maverick1843,342,120.5,G Cameron Young G Tom Kim G Blades Brown G Sungjae Im G Christiaan Bezuidenhout G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1695,5208338673,Donkeyboy32,341,120.5,G Cameron Young G Jackson Koivun G Sungjae Im G Chris Kirk G Sahith Theegala G Tony Finau,,,,,,,,,,,,,,,,,,,
1695,5207382353,billtheoxx,340,120.5,G Cameron Young G Hideki Matsuyama G Tom Kim G Nick Taylor G Tony Finau G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
1695,5209311408,deg123,340,120.5,G Cameron Young G Keegan Bradley G Brooks Koepka G Blades Brown G Sahith Theegala G Tony Finau,,,,,,,,,,,,,,,,,,,
1695,5209397342,sonic999,340,120.5,G Cameron Young G Tom Kim G Aaron Rai G Ryo Hisatsune G Ricky Castillo G Lee Hodges,,,,,,,,,,,,,,,,,,,
1695,5207338448,steelcurtain79,338,120.5,G Cameron Young G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles G Matt Wallace,,,,,,,,,,,,,,,,,,,
1695,5208978151,GingerAttack,338,120.5,G Ben Griffin G Aaron Rai G Alex Fitzpatrick G Harris English G Alex Smalley G Bud Cauley,,,,,,,,,,,,,,,,,,,
1695,5209600154,TheWamboozler,338,120.5,G Cameron Young G Hideki Matsuyama G Justin Thomas G Christiaan Bezuidenhout G Austin Smotherman G Joel Dahmen,,,,,,,,,,,,,,,,,,,
1695,5209592333,beligrant,337,120.5,G Cameron Young G Ryan Gerard G Aaron Rai G Alex Smalley G Denny McCarthy G Webb Simpson,,,,,,,,,,,,,,,,,,,
1695,5208812433,jtduncan,336,120.5,G Cameron Young G Justin Thomas G Ben Griffin G Sungjae Im G Nicolas Echavarria G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1695,5209044931,richnmiller,336,120.5,G Justin Thomas G Ryan Gerard G Aaron Rai G Alex Noren G J.T. Poston G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1695,5209278551,sportsfreak_15,336,120.5,G Cameron Young G Jackson Koivun G Brian Harman G Jordan L. Smith G Matthew McCarty G Luke Clanton,,,,,,,,,,,,,,,,,,,
1695,5207764223,nbutters19,330,120.5,G Cameron Young G Aaron Rai G Mac Meissner G Alex Noren G Sungjae Im G Billy Horschel,,,,,,,,,,,,,,,,,,,
1720,5208760552,Joelexa7,363,120,G Jackson Koivun G Hideki Matsuyama G Blades Brown G Ben Kohles G Benjamin James G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1720,5209680662,Grandhope,363,120,G Jackson Koivun G Hideki Matsuyama G Blades Brown G Ben Kohles G Benjamin James G Eric Cole,,,,,,,,,,,,,,,,,,,
1720,5208071371,belong22,354,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1720,5208857543,joelmuller511,354,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1720,5209100861,rh1580,354,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1720,5209294338,DDTanning,354,120,G Ryan Gerard G Alex Fitzpatrick G Davis Thompson G Brian Harman G Blades Brown G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1720,5209514039,Salgood,354,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1720,5208792033,stefze65,352,120,G Jackson Koivun G Tom Kim G Keith Mitchell G Blades Brown G Ben Kohles G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1720,5209830172,highsteppin,352,120,G Hideki Matsuyama G Justin Thomas G Aaron Rai G Blades Brown G Sahith Theegala G Jason Day,,,,,,,,,,,,,,,,,,,
1720,5208449432,ctaylor1790,351,120,G Hideki Matsuyama G Alex Fitzpatrick G Brooks Koepka G Keith Mitchell G Blades Brown G Alex Smalley,,,,,,,,,,,,,,,,,,,
1720,5208005796,FBI0711,348,120,G Hideki Matsuyama G Justin Thomas G Davis Thompson G Blades Brown G Christiaan Bezuidenhout G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1720,5208264206,AllHips,348,120,G Jackson Koivun G Hideki Matsuyama G Keith Mitchell G Ben Kohles G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1720,5209743623,calebshaw937,348,120,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Rasmus Højgaard G Johnny Keefer G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1720,5207906719,djames70,347,120,G Jackson Koivun G Ryan Gerard G Doug Ghim G Ben Kohles G Rasmus Højgaard G Matt Wallace,,,,,,,,,,,,,,,,,,,
1720,5208862947,GlennCrotty,347,120,G Jackson Koivun G Tom Kim G Davis Thompson G Blades Brown G Rasmus Højgaard G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1720,5208008159,Bank_Swish_Maniac,345,120,G Jackson Koivun G Ben Griffin G Aaron Rai G Jordan L. Smith G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
1720,5208503173,Coote15,345,120,G Cameron Young G Ryan Gerard G Tom Kim G Alex Smalley G Matthew McCarty G Joel Dahmen,,,,,,,,,,,,,,,,,,,
1720,5209578510,lazyplayr,345,120,G Tom Kim G Davis Thompson G Mac Meissner G Jordan Spieth G Blades Brown G Chris Kirk,,,,,,,,,,,,,,,,,,,
1720,5209607639,kmckernan,344,120,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Keith Mitchell G J.T. Poston G Mackenzie Hughes,,,,,,,,,,,,,,,,,,,
1720,5207300694,zanaze,343,120,G Ryan Gerard G Ben Griffin G Davis Thompson G Mac Meissner G Alex Noren G Zac Blair,,,,,,,,,,,,,,,,,,,
1720,5207542331,JustFenskBaby13,343,120,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Sungjae Im G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1720,5208410423,rampin,343,120,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1720,5209016370,Brew129,343,120,G Cameron Young G Ryan Gerard G Maverick McNealy G Emiliano Grillo G Kevin Yu G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1720,5207401824,davideggert28,342,120,G Hideki Matsuyama G Justin Thomas G Ben Griffin G Alex Fitzpatrick G Nicolas Echavarria G Brian Campbell,,,,,,,,,,,,,,,,,,,
1720,5207432063,sidewinder44,342,120,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Ryo Hisatsune G Andrew Putnam,,,,,,,,,,,,,,,,,,,
1720,5208393193,jcraig1101,342,120,G Jackson Koivun G Ben Griffin G Davis Thompson G Sungjae Im G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
1720,5209664868,slick6666,341,120,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Ben Kohles G Matt Wallace G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1720,5207212416,gijoe1866,340,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Bud Cauley G Jackson Suber,,,,,,,,,,,,,,,,,,,
1720,5208716223,Jagermister17,340,120,G Cameron Young G Hideki Matsuyama G Blades Brown G Ben Kohles G Bud Cauley G Jackson Suber,,,,,,,,,,,,,,,,,,,
1720,5209595484,Ulfmarxen,340,120,G Hideki Matsuyama G Keegan Bradley G Alex Fitzpatrick G Jordan Spieth G Matt Wallace G Bud Cauley,,,,,,,,,,,,,,,,,,,
1720,5207350303,pitcoman,338,120,G Cameron Young G Hideki Matsuyama G Sungjae Im G Jordan L. Smith G J.T. Poston G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1720,5207547603,DrewLandrumCR,338,120,G Maverick McNealy G Keegan Bradley G Brooks Koepka G Keith Mitchell G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
1720,5207850057,Ascriv,337,120,G Hideki Matsuyama G Maverick McNealy G Keegan Bradley G Rasmus Højgaard G Matt Wallace G Bud Cauley,,,,,,,,,,,,,,,,,,,
1720,5209802838,pico3,337,120,G Cameron Young G Hideki Matsuyama G Sungjae Im G Christiaan Bezuidenhout G Bud Cauley G Sepp Straka,,,,,,,,,,,,,,,,,,,
1720,5208012356,Rudieman,336,120,G Maverick McNealy G Davis Thompson G Harris English G Brian Harman G Mac Meissner G Jordan Spieth,,,,,,,,,,,,,,,,,,,
1720,5209394539,giovannianton88,336,120,G Maverick McNealy G Davis Thompson G Harris English G Brian Harman G Mac Meissner G Jordan Spieth,,,,,,,,,,,,,,,,,,,
1720,5208655474,BigRed8546,335,120,G Hideki Matsuyama G Keegan Bradley G Alex Fitzpatrick G Brooks Koepka G Michael Kim G Tony Finau,,,,,,,,,,,,,,,,,,,
1720,5209358342,patrolboat,330,120,G Maverick McNealy G Alex Fitzpatrick G Brooks Koepka G Harris English G Jordan Spieth G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1758,5207678012,brianbmoney,360,119.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Blades Brown G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1758,5208355962,7bogey7,354,119.5,G Cameron Young G Hideki Matsuyama G Blades Brown G Sungjae Im G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1758,5209074727,1manweave,352,119.5,G Justin Thomas G Tom Kim G Ben Griffin G Michael Kim G Ryo Hisatsune G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1758,5208462723,TERRYBECK,351,119.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
1758,5208510075,C_Hus,351,119.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
1758,5208641468,jim_webb,351,119.5,G Jackson Koivun G Ben Griffin G Brian Harman G Ben Kohles G Jordan L. Smith G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1758,5208559233,mattrob7,349,119.5,G Cameron Young G Ryan Gerard G Blades Brown G Sungjae Im G Benjamin James G Jackson Suber,,,,,,,,,,,,,,,,,,,
1758,5208610565,cheers316,348,119.5,G Davis Thompson G Mac Meissner G Matt Wallace G Chris Kirk G Eric Cole G Karl Vilips,,,,,,,,,,,,,,,,,,,
1758,5209022086,ratraty,348,119.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Blades Brown G Emiliano Grillo G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1758,5209543819,CARTERCOLLIN1,348,119.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Blades Brown G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
1758,5209666268,dbetancourt,347,119.5,G Tom Kim G Ben Griffin G Brian Harman G Blades Brown G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
1758,5209736122,ethibs34,345,119.5,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Brooks Koepka G Christiaan Bezuidenhout G Joel Dahmen,,,,,,,,,,,,,,,,,,,
1758,5208566403,Potlicker2020,344,119.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Christiaan Bezuidenhout G Chris Kirk G Seamus Power,,,,,,,,,,,,,,,,,,,
1758,5209470124,SquirrelVader,344,119.5,G Jackson Koivun G Tom Kim G Aaron Rai G Ben Kohles G Emiliano Grillo G Lucas Glover,,,,,,,,,,,,,,,,,,,
1758,5208816366,Waskie3,343,119.5,G Ryan Gerard G Tom Kim G Aaron Rai G Ben Kohles G Chris Kirk G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1758,5209544405,yourPalcisco07,343,119.5,G Hideki Matsuyama G Tom Kim G Mac Meissner G Blades Brown G Sungjae Im G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
1758,5208251725,ucyi1,341,119.5,G Cameron Young G Tom Kim G Keith Mitchell G Sungjae Im G Chris Kirk G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1758,5208424487,Rzrbackfan,341,119.5,G Cameron Young G Hideki Matsuyama G Ben Griffin G Ben Kohles G Andrew Putnam G Austin Smotherman,,,,,,,,,,,,,,,,,,,
1758,5208230438,Jbshively0514,340,119.5,G Hideki Matsuyama G Maverick McNealy G Mac Meissner G Blades Brown G Christiaan Bezuidenhout G Billy Horschel,,,,,,,,,,,,,,,,,,,
1758,5208565518,jordav,339,119.5,G Cameron Young G Ben Griffin G Mac Meissner G Ben Kohles G Zac Blair G Lee Hodges,,,,,,,,,,,,,,,,,,,
1758,5209527162,ProfessorChaos80,339,119.5,G Cameron Young G Ben Griffin G Mac Meissner G Christiaan Bezuidenhout G Ryo Hisatsune G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1758,5209000087,zokin,337,119.5,G Justin Thomas G Ben Griffin G Alex Fitzpatrick G Jordan Spieth G Christiaan Bezuidenhout G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1758,5207447700,WMiller60,336,119.5,G Justin Thomas G Ben Griffin G Maverick McNealy G J.T. Poston G Chris Kirk G Bud Cauley,,,,,,,,,,,,,,,,,,,
1758,5207325563,jmbass7392,335,119.5,G Tom Kim G Keegan Bradley G Aaron Rai G Brian Harman G Chris Kirk G Bud Cauley,,,,,,,,,,,,,,,,,,,
1758,5208941570,jwaldo77,335,119.5,G Cameron Young G Ryan Gerard G Sungjae Im G Ben Kohles G Chris Kirk G Bud Cauley,,,,,,,,,,,,,,,,,,,
1758,5207442347,cobbbbbsssss,334,119.5,G Hideki Matsuyama G Keegan Bradley G Aaron Rai G Ben Kohles G Matt Wallace G Bud Cauley,,,,,,,,,,,,,,,,,,,
1758,5208182942,Bmpolak,334,119.5,G Cameron Young G Tom Kim G Mac Meissner G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
1758,5209592248,bugeater1,334,119.5,G Cameron Young G Tom Kim G Mac Meissner G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
1758,5207489749,shappy98022,331,119.5,G Justin Thomas G Ben Griffin G Aaron Rai G Harris English G Christiaan Bezuidenhout G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1758,5207395982,vasher66,330,119.5,G Cameron Young G Hideki Matsuyama G Mac Meissner G Jordan L. Smith G Rasmus Neergaard-Petersen G Marco Penge,,,,,,,,,,,,,,,,,,,
1758,5209609694,Orangetan,324,119.5,G Tom Kim G Keegan Bradley G Aaron Rai G Mac Meissner G Christiaan Bezuidenhout G J.T. Poston,,,,,,,,,,,,,,,,,,,
1758,5209777002,mrichards52,324,119.5,G Justin Thomas G Maverick McNealy G Aaron Rai G Brooks Koepka G J.T. Poston G Luke Clanton,,,,,,,,,,,,,,,,,,,
1790,5209311525,mysticalmadiii,354,119,G Cameron Young G Ben Griffin G Alex Fitzpatrick G Blades Brown G Benjamin James G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1790,5207551911,Amelin,351,119,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Blades Brown G Sungjae Im G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
1790,5208883963,Cd142,351,119,G Jackson Koivun G Tom Kim G Jordan Spieth G Alex Noren G J.T. Poston G Benjamin James,,,,,,,,,,,,,,,,,,,
1790,5208399459,j_lew,350,119,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Bud Cauley G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1790,5209846045,Hoily,349,119,G Ryan Gerard G Tom Kim G Ben Griffin G Alex Smalley G Chris Kirk G Bud Cauley,,,,,,,,,,,,,,,,,,,
1790,5209555514,cobraz41,346,119,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Mac Meissner G Chris Kirk G Michael Kim,,,,,,,,,,,,,,,,,,,
1790,5209811286,tfed1,346,119,G Cameron Young G Tom Kim G Alex Fitzpatrick G Blades Brown G Emiliano Grillo G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1790,5207868563,DjBound,344,119,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Rasmus Højgaard G Jackson Suber G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
1790,5209010256,joelyons1111,343,119,G Justin Thomas G Keegan Bradley G Davis Thompson G Alex Noren G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1790,5209737166,Ronny2020,343,119,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Ben Kohles G Chris Kirk G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1790,5209358543,nettles2,342,119,G Ryan Gerard G Keegan Bradley G Alex Fitzpatrick G Keith Mitchell G Ben Kohles G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1790,5209660012,caudillasu,341,119,G Jackson Koivun G Brooks Koepka G Davis Thompson G Alex Noren G Sungjae Im G Chris Kirk,,,,,,,,,,,,,,,,,,,
1790,5207319021,ricely11,340,119,G Hideki Matsuyama G Justin Thomas G Tom Kim G Alex Noren G J.T. Poston G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1790,5207435605,timcwarren,340,119,G Cameron Young G Hideki Matsuyama G Ryan Gerard G Denny McCarthy G Sam Stevens G Andrew Putnam,,,,,,,,,,,,,,,,,,,
1790,5207506230,88cowboyUp,340,119,G Justin Thomas G Ryan Gerard G Alex Fitzpatrick G Blades Brown G Ben Kohles G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1790,5209360753,rybutts13,340,119,G Cameron Young G Ben Griffin G Davis Thompson G Sungjae Im G Matt Wallace G Andrew Novak,,,,,,,,,,,,,,,,,,,
1790,5209206620,jackotis1,339,119,G Cameron Young G Hideki Matsuyama G Mac Meissner G Keith Mitchell G Ben Kohles G Patrick Rodgers,,,,,,,,,,,,,,,,,,,
1790,5209816617,Mightbewrong33,339,119,G Ben Griffin G Aaron Rai G Alex Fitzpatrick G Brooks Koepka G J.T. Poston G Eric Cole,,,,,,,,,,,,,,,,,,,
1790,5208601066,damonrichardson,338,119,G Tom Kim G Keegan Bradley G Alex Fitzpatrick G Brian Harman G Ryo Hisatsune G Zac Blair,,,,,,,,,,,,,,,,,,,
1790,5208941721,Robbry23,338,119,G Cameron Young G Jackson Koivun G Jordan L. Smith G Christiaan Bezuidenhout G Ryo Hisatsune G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1790,5209594170,michaled93,338,119,G Cameron Young G Ben Griffin G Michael Brennan G Alex Smalley G J.T. Poston G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1790,5207734782,michaeltulensa,337,119,G Tom Kim G Ben Griffin G Brooks Koepka G Mac Meissner G Jordan Spieth G Aldrich Potgieter,,,,,,,,,,,,,,,,,,,
1790,5209720181,Lanceman14,336,119,G Tom Kim G Ben Griffin G Aaron Rai G Sungjae Im G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
1790,5207661069,tickt4ck,334,119,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Matt Wallace G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1790,5208987559,LocoKP,334,119,G Cameron Young G Justin Thomas G Davis Thompson G J.T. Poston G Chris Kirk G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
1790,5209088089,JacobRaney,334,119,G Cameron Young G Ryan Gerard G Keegan Bradley G Ben Kohles G Billy Horschel G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1790,5209840788,joedajabr14,334,119,G Cameron Young G Alex Fitzpatrick G Brooks Koepka G Blades Brown G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
