Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS,,,,,,,,,,,,,,
1501,5207414264,TMCLAMB,341,125,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Mac Meissner G Alex Noren G Michael Kim,,,,,,,,,,,,,,,,,,,
1501,5208785100,Rayvenz,341,125,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Brian Harman G Ben Kohles G Andrew Novak,,,,,,,,,,,,,,,,,,,
1501,5207896811,LesterNygaard,340,125,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Blades Brown G Ben Kohles G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1501,5208111092,ricko22,340,125,G Ryan Gerard G Keegan Bradley G Alex Fitzpatrick G Blades Brown G Sungjae Im G Jordan L. Smith,,,,,,,,,,,,,,,,,,,
1501,5209012871,poultry77,340,125,G Ryan Gerard G Aaron Rai G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1501,5209633654,Tdixballers,340,125,G Hideki Matsuyama G Justin Thomas G Tom Kim G Blades Brown G J.T. Poston G John Parry,,,,,,,,,,,,,,,,,,,
1501,5209865538,FlattentheCURVE,340,125,G Hideki Matsuyama G Ryan Gerard G Aaron Rai G Keith Mitchell G Ben Kohles G Kris Ventura,,,,,,,,,,,,,,,,,,,
1501,5209866088,redkacheek,338,125,G Justin Thomas G Maverick McNealy G Harris English G Brian Harman G Bud Cauley G Eric Cole,,,,,,,,,,,,,,,,,,,
1501,5209559945,killerjug12,337,125,G Cameron Young G Keegan Bradley G Davis Thompson G Ben Kohles G Michael Kim G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1501,5208046416,kempwool,336,125,G Tom Kim G Ben Griffin G Michael Brennan G Ben Kohles G J.T. Poston G Chris Kirk,,,,,,,,,,,,,,,,,,,
1501,5209301098,FRKYlikeMYladyPYRMD,336,125,G Cameron Young G Hideki Matsuyama G Michael Brennan G Mac Meissner G Davis Riley G Tom Hoge,,,,,,,,,,,,,,,,,,,
1501,5208552222,krookid27lyfe,335,125,G Hideki Matsuyama G Tom Kim G Aaron Rai G Sungjae Im G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
1501,5208553133,rodgirth,335,125,G Hideki Matsuyama G Tom Kim G Aaron Rai G Sungjae Im G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
1501,5209012549,JMK529,331,125,G Cameron Young G Ben Griffin G Aaron Rai G Mac Meissner G Matthew McCarty G John Parry,,,,,,,,,,,,,,,,,,,
1501,5209576880,Pinneyaj,329,125,G Cameron Young G Aaron Rai G Davis Thompson G Sungjae Im G J.T. Poston G Nick Taylor,,,,,,,,,,,,,,,,,,,
1501,5209849036,RickyWager,329,125,G Cameron Young G Justin Thomas G Mac Meissner G J.T. Poston G Max Greyserman G Billy Horschel,,,,,,,,,,,,,,,,,,,
1501,5209697081,ObiRyan,324,125,G Cameron Young G Justin Thomas G Aaron Rai G Ricky Castillo G John Parry G Zecheng Dou,,,,,,,,,,,,,,,,,,,
1532,5209022057,nascar975,354,124.5,G Cameron Young G Ben Griffin G Blades Brown G Ben Kohles G Alex Smalley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1532,5208994564,Human_Tripod,353,124.5,G Jackson Koivun G Hideki Matsuyama G Blades Brown G Alex Smalley G Denny McCarthy G Billy Horschel,,,,,,,,,,,,,,,,,,,
1532,5209182003,bdevil,353,124.5,G Jackson Koivun G Ben Griffin G Alex Fitzpatrick G Sungjae Im G Emiliano Grillo G Lee Hodges,,,,,,,,,,,,,,,,,,,
1532,5208589425,iurules75,350,124.5,G Cameron Young G Hideki Matsuyama G Jordan Spieth G Christiaan Bezuidenhout G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1532,5208490411,worm1259,347,124.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1532,5209237318,BigThunderDog,347,124.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1532,5209396413,Packerskid87,347,124.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1532,5209446383,ironrangers,347,124.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1532,5209837270,robe0536,347,124.5,G Ryan Gerard G Ben Griffin G Davis Thompson G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1532,5209433963,ironmikesharpe,346,124.5,G Ryan Gerard G Tom Kim G Davis Thompson G Brian Harman G Chris Kirk G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5207207500,nonothings,345,124.5,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5207678763,billi2772,345,124.5,G Jackson Koivun G Davis Thompson G Brian Harman G Keith Mitchell G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
1532,5208339655,redrichters,345,124.5,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Blades Brown G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5207348797,josh425,344,124.5,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Alex Noren G J.T. Poston G Lee Hodges,,,,,,,,,,,,,,,,,,,
1532,5209833908,McLongrod,343,124.5,G Cameron Young G Aaron Rai G Doug Ghim G Blades Brown G Sungjae Im G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5209472832,GeorgesGerbils,342,124.5,G Jackson Koivun G Aaron Rai G Davis Thompson G Sungjae Im G Alex Smalley G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5209035675,mnordy03,340,124.5,G Cameron Young G Ryan Gerard G Davis Thompson G Ben Kohles G Lucas Glover G Andrew Putnam,,,,,,,,,,,,,,,,,,,
1532,5209661424,PolyVooFonsay,340,124.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Chris Kirk G Ricky Castillo G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
1532,5209853091,Jester254,340,124.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Blades Brown G Ben Kohles G Zac Blair,,,,,,,,,,,,,,,,,,,
1532,5209281009,Yo-Lido,339,124.5,G Cameron Young G Tom Kim G Blades Brown G Sungjae Im G Bud Cauley G Michael Kim,,,,,,,,,,,,,,,,,,,
1532,5208769557,daddydollars0824,338,124.5,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Mac Meissner G Blades Brown G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1532,5207210747,G0cavs10,334,124.5,G Cameron Young G Ryan Gerard G Tom Kim G Ben Kohles G Kris Ventura G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1532,5209203675,TOTOECHIII,334,124.5,G Cameron Young G Ryan Gerard G Mac Meissner G Jordan L. Smith G Matt Wallace G Kevin Yu,,,,,,,,,,,,,,,,,,,
1555,5208898988,SBUBONNIES,359,124,G Justin Thomas G Ben Griffin G Brian Harman G Chris Kirk G Benjamin James G Eric Cole,,,,,,,,,,,,,,,,,,,
1555,5208798458,TeXaSRoKsTaR,354,124,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Blades Brown G Eric Cole G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1555,5207488543,lmfriel,351,124,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Blades Brown G Matt Wallace G Billy Horschel,,,,,,,,,,,,,,,,,,,
1555,5209247578,Soldier404,349,124,G Justin Thomas G Tom Kim G Ben Griffin G Blades Brown G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
1555,5209353171,blallen,349,124,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Ben Kohles G Alex Smalley G Michael Kim,,,,,,,,,,,,,,,,,,,
1555,5209611472,KCDADONN,349,124,G Justin Thomas G Ryan Gerard G Alex Fitzpatrick G Blades Brown G J.T. Poston G Benjamin James,,,,,,,,,,,,,,,,,,,
1555,5207521715,markandrewbray,346,124,G Tom Kim G Ben Griffin G Davis Thompson G Mac Meissner G Blades Brown G Chris Kirk,,,,,,,,,,,,,,,,,,,
1555,5209416453,sheldonmoyer88,345,124,G Cameron Young G Hideki Matsuyama G Sungjae Im G Alex Smalley G Jordan L. Smith G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1555,5208733640,Tprokop,343,124,G Hideki Matsuyama G Alex Fitzpatrick G Michael Brennan G Blades Brown G Sungjae Im G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
1555,5207620011,lucky.greppy,342,124,G Justin Thomas G Keegan Bradley G Alex Fitzpatrick G Keith Mitchell G Alex Smalley G Sepp Straka,,,,,,,,,,,,,,,,,,,
1555,5208407267,soupcanwillie,341,124,G Hideki Matsuyama G Alex Fitzpatrick G Brooks Koepka G Brian Harman G Sungjae Im G Michael Kim,,,,,,,,,,,,,,,,,,,
1555,5209231428,SDMHomes,341,124,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Alex Fitzpatrick G Stephan Jaeger G Joe Highsmith,,,,,,,,,,,,,,,,,,,
1555,5208192093,MDel89,340,124,G Cameron Young G Davis Thompson G Alex Noren G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1555,5209253143,Jmdburn,340,124,G Ryan Gerard G Tom Kim G Aaron Rai G Blades Brown G Sungjae Im G Billy Horschel,,,,,,,,,,,,,,,,,,,
1555,5209653036,purplejesus82,339,124,G Cameron Young G Justin Thomas G Maverick McNealy G Sungjae Im G Zachary Bauchou G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
1555,5208984850,49ersfan1981,337,124,G Cameron Young G Davis Thompson G Mac Meissner G Blades Brown G Sungjae Im G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
1555,5207457089,SLBMLightshow,336,124,G Justin Thomas G Ben Griffin G Aaron Rai G Alex Fitzpatrick G Chris Kirk G Austin Smotherman,,,,,,,,,,,,,,,,,,,
1555,5209854348,rvonhoff,336,124,G Hideki Matsuyama G Alex Fitzpatrick G Brooks Koepka G Jordan Spieth G Sungjae Im G J.T. Poston,,,,,,,,,,,,,,,,,,,
1555,5207326022,aross715,329,124,G Cameron Young G Tom Kim G Mac Meissner G Sungjae Im G Chris Kirk G Zac Blair,,,,,,,,,,,,,,,,,,,
1574,5209768411,TMARTENS1,355,123.5,G Hideki Matsuyama G Ryan Gerard G Brooks Koepka G Blades Brown G Rasmus Højgaard G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1574,5207639327,jakepierce3,352,123.5,G Cameron Young G Ben Griffin G Brian Harman G Blades Brown G Chris Kirk G Beau Hossler,,,,,,,,,,,,,,,,,,,
1574,5209651104,Cgagni,346,123.5,G Jackson Koivun G Maverick McNealy G Michael Brennan G Blades Brown G Sahith Theegala G Tony Finau,,,,,,,,,,,,,,,,,,,
1574,5209693215,scgolf1990,346,123.5,G Justin Thomas G Tom Kim G Brooks Koepka G Jordan Spieth G Alex Smalley G Johnny Keefer,,,,,,,,,,,,,,,,,,,
1574,5209615364,jballard69,344,123.5,G Cameron Young G Jackson Koivun G Davis Thompson G Johnny Keefer G Zac Blair G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
1574,5207513580,psycokicker,343,123.5,G Cameron Young G Ryan Gerard G Davis Thompson G Chris Kirk G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
1574,5208780420,theclanx,343,123.5,G Cameron Young G Ryan Gerard G Davis Thompson G Chris Kirk G Emiliano Grillo G Zac Blair,,,,,,,,,,,,,,,,,,,
1574,5209065027,ShadysDawgs,342,123.5,G Keegan Bradley G Aaron Rai G Davis Thompson G Brian Harman G Emiliano Grillo G Andrew Putnam,,,,,,,,,,,,,,,,,,,
1574,5209844549,Iatrogenic,342,123.5,G Maverick McNealy G Aaron Rai G Alex Fitzpatrick G Davis Thompson G Blades Brown G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1574,5207211439,Deeclev69,341,123.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Ben Kohles G Christiaan Bezuidenhout G Michael Kim,,,,,,,,,,,,,,,,,,,
1574,5207286233,JoeyMack21,341,123.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Ben Kohles G Christiaan Bezuidenhout G Michael Kim,,,,,,,,,,,,,,,,,,,
1574,5209324406,brus,341,123.5,G Justin Thomas G Michael Brennan G Davis Thompson G Mac Meissner G Blades Brown G Sepp Straka,,,,,,,,,,,,,,,,,,,
1574,5208177304,dd3877,340,123.5,G Tom Kim G Keegan Bradley G Jordan Spieth G Blades Brown G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
1574,5209048501,brentp55,340,123.5,G Jackson Koivun G Justin Thomas G Mac Meissner G Blades Brown G Jordan L. Smith G Rico Hoey,,,,,,,,,,,,,,,,,,,
1574,5207284403,Perfect_Storm82,337,123.5,G Justin Thomas G Ryan Gerard G Mac Meissner G Sungjae Im G Ben Kohles G Alex Smalley,,,,,,,,,,,,,,,,,,,
1574,5207353906,TheX8oD,335,123.5,G Cameron Young G Davis Thompson G Mac Meissner G Alex Noren G Sungjae Im G Chris Kirk,,,,,,,,,,,,,,,,,,,
1574,5209545677,ggullotti1,335,123.5,G Hideki Matsuyama G Maverick McNealy G Alex Fitzpatrick G Brooks Koepka G J.T. Poston G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1574,5209701812,PillPushers,335,123.5,G Cameron Young G Tom Kim G Ben Griffin G Christiaan Bezuidenhout G Ricky Castillo G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1574,5208160725,wheelithoss,334,123.5,G Justin Thomas G Tom Kim G Aaron Rai G Blades Brown G J.T. Poston G Bud Cauley,,,,,,,,,,,,,,,,,,,
1574,5208953826,A1GAMER1,332,123.5,G Cameron Young G Maverick McNealy G Mac Meissner G Jordan L. Smith G Christiaan Bezuidenhout G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1574,5209090741,jhesse613,330,123.5,G Ryan Gerard G Keegan Bradley G Alex Fitzpatrick G Harris English G Jordan L. Smith G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
1574,5209219864,uncw954,330,123.5,G Brooks Koepka G Brian Harman G Ben Kohles G J.T. Poston G Bud Cauley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1574,5207224849,jjlarosee,329,123.5,G Cameron Young G Justin Thomas G Keegan Bradley G Christiaan Bezuidenhout G Matthew McCarty G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1597,5208574096,Chadnov5,365,123,G Jackson Koivun G Hideki Matsuyama G Alex Smalley G Benjamin James G Michael Kim G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1597,5208735528,progoof1,349,123,G Cameron Young G Ryan Gerard G Alex Fitzpatrick G Ryo Hisatsune G Sahith Theegala G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
1597,5208031440,brettstreet,345,123,G Jackson Koivun G Tom Kim G Michael Brennan G Blades Brown G Chris Kirk G Matti Schmid,,,,,,,,,,,,,,,,,,,
1597,5208582264,KingJong100,345,123,G Cameron Young G Tom Kim G Brian Harman G Alex Smalley G Emiliano Grillo G Jackson Suber,,,,,,,,,,,,,,,,,,,
1597,5209200736,hbentley85,345,123,G Cameron Young G Ben Griffin G Jordan Spieth G Sungjae Im G Bud Cauley G Eric Cole,,,,,,,,,,,,,,,,,,,
1597,5209460641,vicwif,345,123,G Cameron Young G Hideki Matsuyama G Ben Griffin G Ben Kohles G Tom Hoge G Mark Hubbard,,,,,,,,,,,,,,,,,,,
1597,5209661829,Stuby14,345,123,G Cameron Young G Hideki Matsuyama G Blades Brown G Sungjae Im G Michael Kim G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1597,5207473712,thielo21,344,123,G Justin Thomas G Ben Griffin G Keegan Bradley G Blades Brown G Rasmus Højgaard G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1597,5208042254,Keroppi613,344,123,G Jackson Koivun G Tom Kim G Keith Mitchell G Blades Brown G Jordan L. Smith G J.T. Poston,,,,,,,,,,,,,,,,,,,
1597,5208496816,kcc290,344,123,G Cameron Young G Hideki Matsuyama G Mac Meissner G J.T. Poston G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1597,5208604101,seadog420,344,123,G Cameron Young G Jackson Koivun G Benjamin James G Michael Kim G Jackson Suber G Zac Blair,,,,,,,,,,,,,,,,,,,
1597,5209255672,davism922,344,123,G Justin Thomas G Ben Griffin G Keegan Bradley G Keith Mitchell G Christiaan Bezuidenhout G A.J. Ewart,,,,,,,,,,,,,,,,,,,
1597,5209360329,jstigges,344,123,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Keith Mitchell G Chris Kirk G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1597,5207803243,Jmuck99,343,123,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Eric Cole G Stephan Jaeger,,,,,,,,,,,,,,,,,,,
1597,5208084967,Stonesalltheway,343,123,G Cameron Young G Hideki Matsuyama G Harris English G Doug Ghim G Rasmus Neergaard-Petersen G Neal Shipley,,,,,,,,,,,,,,,,,,,
1597,5209849479,jp023384,342,123,G Jackson Koivun G Ryan Gerard G Harris English G Alex Noren G J.T. Poston G Beau Hossler,,,,,,,,,,,,,,,,,,,
1597,5208241018,JPME,341,123,G Cameron Young G Maverick McNealy G Keith Mitchell G Alex Noren G Jordan L. Smith G Sepp Straka,,,,,,,,,,,,,,,,,,,
1597,5208993799,dude_hagerty,341,123,G Ryan Gerard G Tom Kim G Ben Griffin G Michael Brennan G Zac Blair G Chandler Phillips,,,,,,,,,,,,,,,,,,,
1597,5209842982,mattpete31,340,123,G Jackson Koivun G Davis Thompson G Mac Meissner G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
1597,5207901495,sberring,337,123,G Cameron Young G Hideki Matsuyama G Justin Thomas G Ricky Castillo G John Parry G Matt Kuchar,,,,,,,,,,,,,,,,,,,
1597,5208425670,brealmonte5,336,123,G Jackson Koivun G Justin Thomas G Brian Harman G Mac Meissner G Denny McCarthy G Luke Clanton,,,,,,,,,,,,,,,,,,,
1597,5208578418,Ruxpin7,336,123,G Cameron Young G Jackson Koivun G Jordan Spieth G Denny McCarthy G Zac Blair G Austin Eckroat,,,,,,,,,,,,,,,,,,,
1619,5209463857,Lbirds33,361,122.5,G Jackson Koivun G Ben Griffin G Alex Smalley G Benjamin James G Eric Cole G Zac Blair,,,,,,,,,,,,,,,,,,,
1619,5207294936,sprothero,353,122.5,G Hideki Matsuyama G Ryan Gerard G Aaron Rai G Ben Kohles G Benjamin James G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1619,5209168471,joeylubes,352,122.5,G Hideki Matsuyama G Aaron Rai G Brooks Koepka G Jordan Spieth G Blades Brown G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1619,5209717021,jlahoff1982,345,122.5,G Ryan Gerard G Tom Kim G Ben Griffin G Ben Kohles G J.T. Poston G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1619,5209156965,mewsikboy,344,122.5,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Alex Smalley G Chris Kirk G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
1619,5209474527,bragei20,344,122.5,G Hideki Matsuyama G Justin Thomas G Brooks Koepka G Jordan Spieth G Ryo Hisatsune G Billy Horschel,,,,,,,,,,,,,,,,,,,
1619,5209573737,winbone38,344,122.5,G Cameron Young G Brian Harman G Mac Meissner G Doug Ghim G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
1619,5207976063,BreeBree55,343,122.5,G Ryan Gerard G Ben Griffin G Aaron Rai G Alex Noren G Sungjae Im G Denny McCarthy,,,,,,,,,,,,,,,,,,,
1619,5209229910,ninjakirry,341,122.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Mac Meissner G J.T. Poston G Michael Kim,,,,,,,,,,,,,,,,,,,
1619,5207774319,JoeyZ43,340,122.5,G Jackson Koivun G Tom Kim G Blades Brown G Jordan L. Smith G Christiaan Bezuidenhout G Zac Blair,,,,,,,,,,,,,,,,,,,
1619,5208612837,cnoltner1,338,122.5,G Cameron Young G Maverick McNealy G Michael Brennan G Blades Brown G Jordan L. Smith G Andrew Putnam,,,,,,,,,,,,,,,,,,,
1619,5209394404,BMWLover56,338,122.5,G Justin Thomas G Alex Fitzpatrick G Harris English G Keith Mitchell G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
1619,5208660513,Cottonhill,337,122.5,G Cameron Young G Alex Fitzpatrick G Keith Mitchell G Alex Noren G Rasmus Højgaard G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1619,5207440481,UncleRico82,335,122.5,G Cameron Young G Brian Harman G Mac Meissner G Sungjae Im G Jordan L. Smith G Michael Kim,,,,,,,,,,,,,,,,,,,
1619,5209815425,paulyrocketballzzz,334,122.5,G Cameron Young G Ryan Gerard G Davis Thompson G Matt Wallace G Zac Blair G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1619,5209535542,sammypostman916,330,122.5,G Cameron Young G Hideki Matsuyama G Tom Kim G Marco Penge G Ricky Castillo G Webb Simpson,,,,,,,,,,,,,,,,,,,
1635,5207619957,kcweir1087,358,122,G Jackson Koivun G Alex Fitzpatrick G Brian Harman G Doug Ghim G Blades Brown G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
1635,5209553630,larryvgreff,356,122,G Hideki Matsuyama G Ryan Gerard G Brooks Koepka G Jordan Spieth G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
1635,5209232419,iohal,349,122,G Jackson Koivun G Ryan Gerard G Davis Thompson G Ben Kohles G Chris Kirk G Lee Hodges,,,,,,,,,,,,,,,,,,,
1635,5209455440,bigmtnjames,349,122,G Ryan Gerard G Maverick McNealy G Michael Brennan G Brian Harman G Matt Wallace G Benjamin James,,,,,,,,,,,,,,,,,,,
1635,5209748253,chilepeppers,348,122,G Jackson Koivun G Hideki Matsuyama G Davis Thompson G Ben Kohles G Ryo Hisatsune G Mackenzie Hughes,,,,,,,,,,,,,,,,,,,
1635,5207717395,TheCaretaker,346,122,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Blades Brown G Ben Kohles G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1635,5208261621,MattyApe,345,122,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Johnny Keefer G Jackson Suber G Zac Blair,,,,,,,,,,,,,,,,,,,
1635,5209657598,lippoldm03,344,122,G Ryan Gerard G Ben Griffin G Michael Brennan G Sungjae Im G Ben Kohles G Alex Smalley,,,,,,,,,,,,,,,,,,,
1635,5208888356,frelichd,343,122,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Ben Kohles G Matt Wallace G Johnny Keefer,,,,,,,,,,,,,,,,,,,
1635,5207644901,pjrosing,342,122,G Ben Griffin G Maverick McNealy G Keegan Bradley G Keith Mitchell G Alex Smalley G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1635,5209076724,Dartsinside,341,122,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Ben Kohles G Michael Kim G Kris Ventura,,,,,,,,,,,,,,,,,,,
1635,5209518780,freshman525,341,122,G Ben Griffin G Aaron Rai G Davis Thompson G Mac Meissner G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
1635,5209865919,ross443,341,122,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Ben Kohles G Chris Kirk G Marco Penge,,,,,,,,,,,,,,,,,,,
1635,5208598641,Jambye,339,122,G Hideki Matsuyama G Alex Fitzpatrick G Brooks Koepka G Brian Harman G Rasmus Højgaard G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
1635,5208141934,Dfontenot4545,337,122,G Jackson Koivun G Maverick McNealy G Alex Fitzpatrick G Alex Smalley G Christiaan Bezuidenhout G Ricky Castillo,,,,,,,,,,,,,,,,,,,
1635,5209082037,MTW82,336,122,G Jackson Koivun G Justin Thomas G Harris English G Jordan Spieth G Billy Horschel G Rico Hoey,,,,,,,,,,,,,,,,,,,
1635,5208892508,bcq971,330,122,G Ryan Gerard G Keegan Bradley G Aaron Rai G Ben Kohles G Jordan L. Smith G J.T. Poston,,,,,,,,,,,,,,,,,,,
1635,5208359176,tlskinner,329,122,G Cameron Young G Justin Thomas G Brooks Koepka G Chris Kirk G Billy Horschel G Tony Finau,,,,,,,,,,,,,,,,,,,
1653,5209634966,Mwallene,352,121.5,G Cameron Young G Hideki Matsuyama G Brooks Koepka G Sahith Theegala G Jason Day G Zachary Bauchou,,,,,,,,,,,,,,,,,,,
1653,5209690658,rjilek05,352,121.5,G Tom Kim G Ben Griffin G Davis Thompson G Brian Harman G Blades Brown G Michael Kim,,,,,,,,,,,,,,,,,,,
1653,5207489416,tdkenny,351,121.5,G Jackson Koivun G Ryan Gerard G Ben Griffin G Ben Kohles G Lee Hodges G Tom Hoge,,,,,,,,,,,,,,,,,,,
1653,5209297800,sanders14,347,121.5,G Hideki Matsuyama G Alex Fitzpatrick G Brooks Koepka G Keith Mitchell G Blades Brown G Rasmus Højgaard,,,,,,,,,,,,,,,,,,,
1653,5207436239,bkfitzg,346,121.5,G Justin Thomas G Ben Griffin G Alex Fitzpatrick G Blades Brown G Jordan L. Smith G Chris Kirk,,,,,,,,,,,,,,,,,,,
1653,5209313944,jkrouner1,345,121.5,G Justin Thomas G Ben Griffin G Alex Fitzpatrick G Brian Harman G Eric Cole G Kevin Roy,,,,,,,,,,,,,,,,,,,
1653,5208216522,Moehron56,344,121.5,G Hideki Matsuyama G Keegan Bradley G Aaron Rai G Jordan Spieth G Lee Hodges G Matthew McCarty,,,,,,,,,,,,,,,,,,,
1653,5208941989,joe08844,343,121.5,G Cameron Young G Ryan Gerard G Davis Thompson G Alex Smalley G Christiaan Bezuidenhout G Lucas Glover,,,,,,,,,,,,,,,,,,,
1653,5209309212,Eagle1188,342,121.5,G Ryan Gerard G Tom Kim G Ben Griffin G Mac Meissner G Rico Hoey G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
1653,5209646422,jjaymorris1,342,121.5,G Cameron Young G Jackson Koivun G Davis Thompson G Alex Smalley G Nicolas Echavarria G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1653,5209810333,droid1232,342,121.5,G Jackson Koivun G Ryan Gerard G Tom Kim G Brian Harman G Matthew McCarty G Davis Chatfield,,,,,,,,,,,,,,,,,,,
1653,5208138521,sgallo3,341,121.5,G Jackson Koivun G Aaron Rai G Davis Thompson G Brian Harman G Chris Kirk G Billy Horschel,,,,,,,,,,,,,,,,,,,
1653,5209439498,Mkruse21,341,121.5,G Ben Griffin G Aaron Rai G Davis Thompson G Mac Meissner G Blades Brown G Sungjae Im,,,,,,,,,,,,,,,,,,,
1653,5208430181,tmose25,337,121.5,G Ryan Gerard G Ben Griffin G Michael Brennan G Mac Meissner G Ben Kohles G Jackson Suber,,,,,,,,,,,,,,,,,,,
1653,5208633059,GaryHill,337,121.5,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Sungjae Im G J.T. Poston G Sepp Straka,,,,,,,,,,,,,,,,,,,
